yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2004,2004.0,Export,Pakistan,World,81.0,Other base metals; cermets; articles thereof,59440.0,,30.3308401,71.247499,-36.8535712,174.7456809
2004,2004.0,Export,Pakistan,Afghanistan,81.0,Other base metals; cermets; articles thereof,6867.0,,30.3308401,71.247499,33.7680065,66.2385139
2004,2004.0,Export,Pakistan,Italy,81.0,Other base metals; cermets; articles thereof,14928.0,,30.3308401,71.247499,42.6384261,12.674297
2004,2004.0,Export,Pakistan,Malaysia,81.0,Other base metals; cermets; articles thereof,37645.0,,30.3308401,71.247499,4.5693754,102.2656823
