yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2015,2015.0,Export,Algeria,World,35.0,Albuminoidal substances; modified starches; glues; enzymes,846.0,,28.0000272,2.9999825,-36.8535712,174.7456809
2015,2015.0,Export,Algeria,Cuba,35.0,Albuminoidal substances; modified starches; glues; enzymes,41.0,,28.0000272,2.9999825,23.0131338,-80.8328748
2015,2015.0,Export,Algeria,Benin,35.0,Albuminoidal substances; modified starches; glues; enzymes,166.0,,28.0000272,2.9999825,9.5293472,2.2584408
2015,2015.0,Export,Algeria,France,35.0,Albuminoidal substances; modified starches; glues; enzymes,239.0,,28.0000272,2.9999825,46.603354,1.8883335
2015,2015.0,Export,Algeria,Germany,35.0,Albuminoidal substances; modified starches; glues; enzymes,297.0,,28.0000272,2.9999825,51.1638175,10.4478313
2015,2015.0,Export,Algeria,Italy,35.0,Albuminoidal substances; modified starches; glues; enzymes,60.0,,28.0000272,2.9999825,42.6384261,12.674297
2015,2015.0,Export,Algeria,USA,35.0,Albuminoidal substances; modified starches; glues; enzymes,43.0,,28.0000272,2.9999825,39.7837304,-100.445882
