yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2013,2013.0,Re-Export,Armenia,World,64.0,Footwear; gaiters and the like; parts of such articles,571322.0,,40.7696272,44.6736646,-36.8535712,174.7456809
2013,2013.0,Re-Export,Armenia,Finland,64.0,Footwear; gaiters and the like; parts of such articles,54934.0,,40.7696272,44.6736646,63.2467777,25.9209164
2013,2013.0,Re-Export,Armenia,France,64.0,Footwear; gaiters and the like; parts of such articles,11287.0,,40.7696272,44.6736646,46.603354,1.8883335
2013,2013.0,Re-Export,Armenia,Georgia,64.0,Footwear; gaiters and the like; parts of such articles,112593.0,,40.7696272,44.6736646,32.3293809,-83.1137366
2013,2013.0,Re-Export,Armenia,Italy,64.0,Footwear; gaiters and the like; parts of such articles,701.0,,40.7696272,44.6736646,42.6384261,12.674297
2013,2013.0,Re-Export,Armenia,Russian Federation,64.0,Footwear; gaiters and the like; parts of such articles,374902.0,,40.7696272,44.6736646,64.6863136,97.7453061
2013,2013.0,Re-Export,Armenia,Spain,64.0,Footwear; gaiters and the like; parts of such articles,16586.0,,40.7696272,44.6736646,39.3260685,-4.8379791
2013,2013.0,Re-Export,Armenia,United Kingdom,64.0,Footwear; gaiters and the like; parts of such articles,285.0,,40.7696272,44.6736646,54.7023545,-3.2765753
2013,2013.0,Re-Export,Armenia,USA,64.0,Footwear; gaiters and the like; parts of such articles,35.0,,40.7696272,44.6736646,39.7837304,-100.445882
