yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2005,2005.0,Export,Jordan,World,36.0,Explosives; pyrotechnic products; matches,846464.0,,31.1667049,36.941628,-36.8535712,174.7456809
2005,2005.0,Export,Jordan,Iraq,36.0,Explosives; pyrotechnic products; matches,61640.0,,31.1667049,36.941628,33.0955793,44.1749775
2005,2005.0,Export,Jordan,Saudi Arabia,36.0,Explosives; pyrotechnic products; matches,771824.0,,31.1667049,36.941628,25.6242618,42.3528328
2005,2005.0,Export,Jordan,Syria,36.0,Explosives; pyrotechnic products; matches,13000.0,,31.1667049,36.941628,34.6401861,39.0494106
