yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2013,2013.0,Import,Afghanistan,World,81.0,Other base metals; cermets; articles thereof,9143878.0,,33.7680065,66.2385139,-36.8535712,174.7456809
2013,2013.0,Import,Afghanistan,China,81.0,Other base metals; cermets; articles thereof,525186.0,,33.7680065,66.2385139,35.000074,104.999927
2013,2013.0,Import,Afghanistan,Pakistan,81.0,Other base metals; cermets; articles thereof,8618692.0,,33.7680065,66.2385139,30.3308401,71.247499
