yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2017,2017.0,Import,Georgia,World,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",23917962.0,,32.3293809,-83.1137366,-36.8535712,174.7456809
2017,2017.0,Import,Georgia,Azerbaijan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",197692.0,,32.3293809,-83.1137366,40.3936294,47.7872508
2017,2017.0,Import,Georgia,Australia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",34698.0,,32.3293809,-83.1137366,-24.7761086,134.755
2017,2017.0,Import,Georgia,Austria,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",108083.0,,32.3293809,-83.1137366,47.59397,14.12456
2017,2017.0,Import,Georgia,Bangladesh,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",180.0,,32.3293809,-83.1137366,24.4769288,90.2934413
2017,2017.0,Import,Georgia,Armenia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",30927.0,,32.3293809,-83.1137366,40.7696272,44.6736646
2017,2017.0,Import,Georgia,Belgium,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",628847.0,,32.3293809,-83.1137366,50.6402809,4.6667145
2017,2017.0,Import,Georgia,Brazil,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",36836.0,,32.3293809,-83.1137366,-10.3333333,-53.2
2017,2017.0,Import,Georgia,Bulgaria,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",92876.0,,32.3293809,-83.1137366,42.6073975,25.4856617
2017,2017.0,Import,Georgia,Belarus,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",5372.0,,32.3293809,-83.1137366,53.4250605,27.6971358
2017,2017.0,Import,Georgia,Canada,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",21884.0,,32.3293809,-83.1137366,61.0666922,-107.991707
2017,2017.0,Import,Georgia,China,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",7661901.0,,32.3293809,-83.1137366,35.000074,104.999927
2017,2017.0,Import,Georgia,Croatia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",161.0,,32.3293809,-83.1137366,45.5643442,17.0118954
2017,2017.0,Import,Georgia,Cyprus,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",113.0,,32.3293809,-83.1137366,34.9823018,33.1451285
2017,2017.0,Import,Georgia,Czechia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",213288.0,,32.3293809,-83.1137366,49.7439047,15.3381061
2017,2017.0,Import,Georgia,Denmark,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",7263.0,,32.3293809,-83.1137366,55.670249,10.3333283
2017,2017.0,Import,Georgia,Estonia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",49036.0,,32.3293809,-83.1137366,58.7523778,25.3319078
2017,2017.0,Import,Georgia,Finland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",43084.0,,32.3293809,-83.1137366,63.2467777,25.9209164
2017,2017.0,Import,Georgia,France,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",170725.0,,32.3293809,-83.1137366,46.603354,1.8883335
2017,2017.0,Import,Georgia,Germany,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1745983.0,,32.3293809,-83.1137366,51.1638175,10.4478313
2017,2017.0,Import,Georgia,Greece,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",26875.0,,32.3293809,-83.1137366,38.9953683,21.9877132
2017,2017.0,Import,Georgia,"China, Hong Kong SAR",82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",764261.0,,32.3293809,-83.1137366,22.350627,114.1849161
2017,2017.0,Import,Georgia,Hungary,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",9740.0,,32.3293809,-83.1137366,47.1817585,19.5060937
2017,2017.0,Import,Georgia,Iran,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",143147.0,,32.3293809,-83.1137366,32.6475314,54.5643516
2017,2017.0,Import,Georgia,Ireland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",134.0,,32.3293809,-83.1137366,52.865196,-7.9794599
2017,2017.0,Import,Georgia,Israel,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",43930.0,,32.3293809,-83.1137366,30.8124247,34.8594762
2017,2017.0,Import,Georgia,Italy,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",370041.0,,32.3293809,-83.1137366,42.6384261,12.674297
2017,2017.0,Import,Georgia,Japan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8754.0,,32.3293809,-83.1137366,36.5748441,139.2394179
2017,2017.0,Import,Georgia,Kazakhstan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",39890.0,,32.3293809,-83.1137366,48.1012954,66.7780818
2017,2017.0,Import,Georgia,Rep. of Korea,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",93765.0,,32.3293809,-83.1137366,,
2017,2017.0,Import,Georgia,Kyrgyzstan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8174.0,,32.3293809,-83.1137366,41.5089324,74.724091
2017,2017.0,Import,Georgia,Lebanon,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",6.0,,32.3293809,-83.1137366,33.8750629,35.843409
2017,2017.0,Import,Georgia,Latvia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",39466.0,,32.3293809,-83.1137366,56.8406494,24.7537645
2017,2017.0,Import,Georgia,Lithuania,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",18278.0,,32.3293809,-83.1137366,55.3500003,23.7499997
2017,2017.0,Import,Georgia,Luxembourg,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",121.0,,32.3293809,-83.1137366,49.8158683,6.1296751
2017,2017.0,Import,Georgia,Malaysia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",535.0,,32.3293809,-83.1137366,4.5693754,102.2656823
2017,2017.0,Import,Georgia,Malta,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",3878.0,,32.3293809,-83.1137366,35.8885993,14.4476911
2017,2017.0,Import,Georgia,"Other Asia, nes",82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",513414.0,,32.3293809,-83.1137366,,
2017,2017.0,Import,Georgia,Rep. of Moldova,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1331.0,,32.3293809,-83.1137366,,
2017,2017.0,Import,Georgia,Oman,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1267.0,,32.3293809,-83.1137366,21.0000287,57.0036901
2017,2017.0,Import,Georgia,Netherlands,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",267184.0,,32.3293809,-83.1137366,52.2434979,5.6343227
2017,2017.0,Import,Georgia,New Zealand,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",65.0,,32.3293809,-83.1137366,-41.5000831,172.8344077
2017,2017.0,Import,Georgia,Niger,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",0.0,,32.3293809,-83.1137366,17.7356214,9.3238432
2017,2017.0,Import,Georgia,Norway,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",2252.0,,32.3293809,-83.1137366,60.5000209,9.0999715
2017,2017.0,Import,Georgia,Pakistan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",87665.0,,32.3293809,-83.1137366,30.3308401,71.247499
2017,2017.0,Import,Georgia,Poland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",2838127.0,,32.3293809,-83.1137366,52.215933,19.134422
2017,2017.0,Import,Georgia,Portugal,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",15823.0,,32.3293809,-83.1137366,39.6621648,-8.1353519
2017,2017.0,Import,Georgia,Qatar,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",58.0,,32.3293809,-83.1137366,25.3336984,51.2295295
2017,2017.0,Import,Georgia,Romania,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8520.0,,32.3293809,-83.1137366,45.9852129,24.6859225
2017,2017.0,Import,Georgia,Russian Federation,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",499981.0,,32.3293809,-83.1137366,64.6863136,97.7453061
2017,2017.0,Import,Georgia,Saudi Arabia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",959.0,,32.3293809,-83.1137366,25.6242618,42.3528328
2017,2017.0,Import,Georgia,Serbia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",39837.0,,32.3293809,-83.1137366,44.1534121,20.55144
2017,2017.0,Import,Georgia,India,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",16832.0,,32.3293809,-83.1137366,22.3511148,78.6677428
