yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2006,2006.0,Re-Export,Jordan,World,81.0,Other base metals; cermets; articles thereof,200572.0,,31.1667049,36.941628,-36.8535712,174.7456809
2006,2006.0,Re-Export,Jordan,State of Palestine,81.0,Other base metals; cermets; articles thereof,7066.0,,31.1667049,36.941628,31.46242095,34.262716572130714
2006,2006.0,Re-Export,Jordan,Iraq,81.0,Other base metals; cermets; articles thereof,37600.0,,31.1667049,36.941628,33.0955793,44.1749775
2006,2006.0,Re-Export,Jordan,Kazakhstan,81.0,Other base metals; cermets; articles thereof,43163.0,,31.1667049,36.941628,48.1012954,66.7780818
2006,2006.0,Re-Export,Jordan,Fmr Sudan,81.0,Other base metals; cermets; articles thereof,14238.0,,31.1667049,36.941628,18.046398,34.41288
2006,2006.0,Re-Export,Jordan,Free Zones,81.0,Other base metals; cermets; articles thereof,98505.0,,31.1667049,36.941628,5.57675525,-0.1653113957934536
