yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2017,2017.0,Re-Export,Oman,World,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",11445663.0,,21.0000287,57.0036901,-36.8535712,174.7456809
2017,2017.0,Re-Export,Oman,Azerbaijan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",2884.0,,21.0000287,57.0036901,40.3936294,47.7872508
2017,2017.0,Re-Export,Oman,Argentina,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",45898.0,,21.0000287,57.0036901,-34.9964963,-64.9672817
2017,2017.0,Re-Export,Oman,Australia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",117240.0,,21.0000287,57.0036901,-24.7761086,134.755
2017,2017.0,Re-Export,Oman,Austria,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8145.0,,21.0000287,57.0036901,47.59397,14.12456
2017,2017.0,Re-Export,Oman,Bahrain,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",50434.0,,21.0000287,57.0036901,26.1551249,50.5344606
2017,2017.0,Re-Export,Oman,Belgium,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1271.0,,21.0000287,57.0036901,50.6402809,4.6667145
2017,2017.0,Re-Export,Oman,Brazil,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",14663.0,,21.0000287,57.0036901,-10.3333333,-53.2
2017,2017.0,Re-Export,Oman,Canada,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",501.0,,21.0000287,57.0036901,61.0666922,-107.991707
2017,2017.0,Re-Export,Oman,China,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1360.0,,21.0000287,57.0036901,35.000074,104.999927
2017,2017.0,Re-Export,Oman,Denmark,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",40788.0,,21.0000287,57.0036901,55.670249,10.3333283
2017,2017.0,Re-Export,Oman,Ecuador,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",715.0,,21.0000287,57.0036901,-1.3397668,-79.3666965
2017,2017.0,Re-Export,Oman,France,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",76491.0,,21.0000287,57.0036901,46.603354,1.8883335
2017,2017.0,Re-Export,Oman,Georgia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",499.0,,21.0000287,57.0036901,32.3293809,-83.1137366
2017,2017.0,Re-Export,Oman,Germany,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",922033.0,,21.0000287,57.0036901,51.1638175,10.4478313
2017,2017.0,Re-Export,Oman,Greece,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",405.0,,21.0000287,57.0036901,38.9953683,21.9877132
2017,2017.0,Re-Export,Oman,"China, Hong Kong SAR",82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",30520.0,,21.0000287,57.0036901,22.350627,114.1849161
2017,2017.0,Re-Export,Oman,Indonesia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",133630.0,,21.0000287,57.0036901,-2.4833826,117.8902853
2017,2017.0,Re-Export,Oman,Iran,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",35810.0,,21.0000287,57.0036901,32.6475314,54.5643516
2017,2017.0,Re-Export,Oman,Iraq,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",110244.0,,21.0000287,57.0036901,33.0955793,44.1749775
2017,2017.0,Re-Export,Oman,Japan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",58280.0,,21.0000287,57.0036901,36.5748441,139.2394179
2017,2017.0,Re-Export,Oman,Kazakhstan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",63594.0,,21.0000287,57.0036901,48.1012954,66.7780818
