yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2019,2019.0,Re-Export,Afghanistan,World,64.0,Footwear; gaiters and the like; parts of such articles,77216.0,,33.7680065,66.2385139,-36.8535712,174.7456809
2019,2019.0,Re-Export,Afghanistan,Russian Federation,64.0,Footwear; gaiters and the like; parts of such articles,3882.0,,33.7680065,66.2385139,64.6863136,97.7453061
2019,2019.0,Re-Export,Afghanistan,Tajikistan,64.0,Footwear; gaiters and the like; parts of such articles,73334.0,,33.7680065,66.2385139,38.6281733,70.8156541
