yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2012,2012.0,Export,Armenia,World,81.0,Other base metals; cermets; articles thereof,19109378.0,,40.7696272,44.6736646,-36.8535712,174.7456809
2012,2012.0,Export,Armenia,Germany,81.0,Other base metals; cermets; articles thereof,18940800.0,,40.7696272,44.6736646,51.1638175,10.4478313
2012,2012.0,Export,Armenia,Russian Federation,81.0,Other base metals; cermets; articles thereof,168094.0,,40.7696272,44.6736646,64.6863136,97.7453061
2012,2012.0,Export,Armenia,Thailand,81.0,Other base metals; cermets; articles thereof,484.0,,40.7696272,44.6736646,14.8971921,100.83273
