yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2009,2009.0,Import,Djibouti,World,35.0,Albuminoidal substances; modified starches; glues; enzymes,1198983.0,,,,-36.8535712,174.7456809
2009,2009.0,Import,Djibouti,China,35.0,Albuminoidal substances; modified starches; glues; enzymes,33668.0,,,,35.000074,104.999927
2009,2009.0,Import,Djibouti,Ethiopia,35.0,Albuminoidal substances; modified starches; glues; enzymes,1226.0,,,,10.2116702,38.6521203
2009,2009.0,Import,Djibouti,France,35.0,Albuminoidal substances; modified starches; glues; enzymes,846475.0,,,,46.603354,1.8883335
2009,2009.0,Import,Djibouti,Saudi Arabia,35.0,Albuminoidal substances; modified starches; glues; enzymes,6085.0,,,,25.6242618,42.3528328
2009,2009.0,Import,Djibouti,United Arab Emirates,35.0,Albuminoidal substances; modified starches; glues; enzymes,180738.0,,,,24.0002488,53.9994829
2009,2009.0,Import,Djibouti,Ukraine,35.0,Albuminoidal substances; modified starches; glues; enzymes,5160.0,,,,49.4871968,31.2718321
2009,2009.0,Import,Djibouti,Egypt,35.0,Albuminoidal substances; modified starches; glues; enzymes,15703.0,,,,26.2540493,29.2675469
2009,2009.0,Import,Djibouti,USA,35.0,Albuminoidal substances; modified starches; glues; enzymes,5794.0,,,,39.7837304,-100.445882
2009,2009.0,Import,Djibouti,Yemen,35.0,Albuminoidal substances; modified starches; glues; enzymes,104135.0,,,,16.3471243,47.8915271
