yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2013,2013.0,Re-Export,Cyprus,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",39090223.0,,34.9823018,33.1451285,-36.8535712,174.7456809
2013,2013.0,Re-Export,Cyprus,Azerbaijan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",350.0,,34.9823018,33.1451285,40.3936294,47.7872508
2013,2013.0,Re-Export,Cyprus,Australia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",136435.0,,34.9823018,33.1451285,-24.7761086,134.755
2013,2013.0,Re-Export,Cyprus,Bulgaria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",13270.0,,34.9823018,33.1451285,42.6073975,25.4856617
2013,2013.0,Re-Export,Cyprus,Cambodia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",150626.0,,34.9823018,33.1451285,12.5433216,104.8144914
2013,2013.0,Re-Export,Cyprus,Cameroon,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",240849.0,,34.9823018,33.1451285,4.6125522,13.1535811
2013,2013.0,Re-Export,Cyprus,China,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",64379.0,,34.9823018,33.1451285,35.000074,104.999927
2013,2013.0,Re-Export,Cyprus,Colombia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",7166.0,,34.9823018,33.1451285,4.099917,-72.9088133
2013,2013.0,Re-Export,Cyprus,Dem. Rep. of the Congo,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",822.0,,34.9823018,33.1451285,,
2013,2013.0,Re-Export,Cyprus,Ethiopia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",15659.0,,34.9823018,33.1451285,10.2116702,38.6521203
2013,2013.0,Re-Export,Cyprus,Georgia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",663.0,,34.9823018,33.1451285,32.3293809,-83.1137366
2013,2013.0,Re-Export,Cyprus,Germany,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1094054.0,,34.9823018,33.1451285,51.1638175,10.4478313
2013,2013.0,Re-Export,Cyprus,Ghana,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",104439.0,,34.9823018,33.1451285,8.0300284,-1.0800271
2013,2013.0,Re-Export,Cyprus,Greece,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",486992.0,,34.9823018,33.1451285,38.9953683,21.9877132
2013,2013.0,Re-Export,Cyprus,Guyana,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1565.0,,34.9823018,33.1451285,4.8417097,-58.6416891
2013,2013.0,Re-Export,Cyprus,"China, Hong Kong SAR",87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2420726.0,,34.9823018,33.1451285,22.350627,114.1849161
2013,2013.0,Re-Export,Cyprus,Indonesia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5495558.0,,34.9823018,33.1451285,-2.4833826,117.8902853
2013,2013.0,Re-Export,Cyprus,Iran,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",34372.0,,34.9823018,33.1451285,32.6475314,54.5643516
2013,2013.0,Re-Export,Cyprus,Israel,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1680148.0,,34.9823018,33.1451285,30.8124247,34.8594762
2013,2013.0,Re-Export,Cyprus,Jordan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",511599.0,,34.9823018,33.1451285,31.1667049,36.941628
2013,2013.0,Re-Export,Cyprus,Kenya,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",356721.0,,34.9823018,33.1451285,1.4419683,38.4313975
2013,2013.0,Re-Export,Cyprus,Rep. of Korea,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",74229.0,,34.9823018,33.1451285,,
2013,2013.0,Re-Export,Cyprus,Kuwait,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",331.0,,34.9823018,33.1451285,29.2733964,47.4979476
2013,2013.0,Re-Export,Cyprus,Lebanon,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",841292.0,,34.9823018,33.1451285,33.8750629,35.843409
2013,2013.0,Re-Export,Cyprus,Libya,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",223681.0,,34.9823018,33.1451285,26.8234472,18.1236723
2013,2013.0,Re-Export,Cyprus,Malta,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",88850.0,,34.9823018,33.1451285,35.8885993,14.4476911
2013,2013.0,Re-Export,Cyprus,Netherlands,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",102492.0,,34.9823018,33.1451285,52.2434979,5.6343227
