yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2009,2009.0,Re-Export,Jordan,World,81.0,Other base metals; cermets; articles thereof,28297.0,,31.1667049,36.941628,-36.8535712,174.7456809
2009,2009.0,Re-Export,Jordan,United Arab Emirates,81.0,Other base metals; cermets; articles thereof,6338.0,,31.1667049,36.941628,24.0002488,53.9994829
2009,2009.0,Re-Export,Jordan,Free Zones,81.0,Other base metals; cermets; articles thereof,21959.0,,31.1667049,36.941628,5.57675525,-0.1653113957934536
