,rtTitle,ptTitle,rgDesc,TradeValue
0,Saudi Arabia,Afghanistan,Export,4433324.0
1,Saudi Arabia,Afghanistan,Import,4085338.0
2,Saudi Arabia,Afghanistan,Re-Export,320571.0
3,Saudi Arabia,Algeria,Export,573604412.0
4,Saudi Arabia,Algeria,Import,9423208.0
5,Saudi Arabia,Algeria,Re-Export,25188088.0
6,Saudi Arabia,Armenia,Export,248296.0
7,Saudi Arabia,Armenia,Import,2621868.0
8,Saudi Arabia,Azerbaijan,Export,2027707.0
9,Saudi Arabia,Azerbaijan,Import,102666.0
10,Saudi Arabia,Bahrain,Export,1551487020.0
11,Saudi Arabia,Bahrain,Import,1415449214.0
12,Saudi Arabia,Bahrain,Re-Export,796408246.0
13,Saudi Arabia,Comoros,Export,672878.0
14,Saudi Arabia,Comoros,Import,2376268.0
15,Saudi Arabia,Comoros,Re-Export,73608.0
16,Saudi Arabia,Cyprus,Export,6511980.0
17,Saudi Arabia,Cyprus,Import,26012288.0
18,Saudi Arabia,Cyprus,Re-Export,306436.0
19,Saudi Arabia,Djibouti,Export,140518207.0
20,Saudi Arabia,Djibouti,Import,28592565.0
21,Saudi Arabia,Djibouti,Re-Export,66764813.0
22,Saudi Arabia,Georgia,Export,16339828.0
23,Saudi Arabia,Georgia,Import,20745356.0
24,Saudi Arabia,Georgia,Re-Export,37337.0
25,Saudi Arabia,Iraq,Export,403952541.0
26,Saudi Arabia,Iraq,Import,6128540.0
27,Saudi Arabia,Iraq,Re-Export,41360166.0
28,Saudi Arabia,Jordan,Export,1244944039.0
29,Saudi Arabia,Jordan,Import,992740140.0
30,Saudi Arabia,Jordan,Re-Export,85924707.0
31,Saudi Arabia,Kuwait,Export,1813915100.0
32,Saudi Arabia,Kuwait,Import,443925333.0
33,Saudi Arabia,Kuwait,Re-Export,361438892.0
34,Saudi Arabia,Lebanon,Export,380745479.0
35,Saudi Arabia,Lebanon,Import,367274030.0
36,Saudi Arabia,Lebanon,Re-Export,49096024.0
37,Saudi Arabia,Libya,Export,115638153.0
38,Saudi Arabia,Libya,Import,155466.0
39,Saudi Arabia,Libya,Re-Export,8985876.0
40,Saudi Arabia,Malta,Export,13743783.0
41,Saudi Arabia,Malta,Import,25010160.0
42,Saudi Arabia,Mauritania,Export,14028874.0
43,Saudi Arabia,Mauritania,Import,227466.0
44,Saudi Arabia,Mauritania,Re-Export,2566970.0
45,Saudi Arabia,Morocco,Export,350109803.0
46,Saudi Arabia,Morocco,Import,199040497.0
47,Saudi Arabia,Morocco,Re-Export,16512641.0
48,Saudi Arabia,Oman,Export,800903457.0
49,Saudi Arabia,Oman,Import,1097908285.0
50,Saudi Arabia,Oman,Re-Export,74689226.0
51,Saudi Arabia,Pakistan,Export,742461233.0
52,Saudi Arabia,Pakistan,Import,435338913.0
53,Saudi Arabia,Pakistan,Re-Export,40725412.0
54,Saudi Arabia,Qatar,Export,1669918594.0
55,Saudi Arabia,Qatar,Import,317617714.0
56,Saudi Arabia,Qatar,Re-Export,375752877.0
57,Saudi Arabia,State of Palestine,Export,7615308.0
58,Saudi Arabia,State of Palestine,Import,8953339.0
59,Saudi Arabia,State of Palestine,Re-Export,113080.0
60,Saudi Arabia,Syria,Export,69027492.0
61,Saudi Arabia,Syria,Import,95192634.0
62,Saudi Arabia,Turkey,Export,1573776637.0
63,Saudi Arabia,Turkey,Import,3073229134.0
64,Saudi Arabia,Turkey,Re-Export,17693306.0
65,Saudi Arabia,United Arab Emirates,Export,6852349369.0
66,Saudi Arabia,United Arab Emirates,Import,7546540329.0
67,Saudi Arabia,United Arab Emirates,Re-Export,2583166780.0
68,Saudi Arabia,World,Export,183579118128.0
69,Saudi Arabia,World,Import,139602927522.0
70,Saudi Arabia,World,Re-Export,7962235339.0
71,Saudi Arabia,Yemen,Export,544175521.0
72,Saudi Arabia,Yemen,Import,62608604.0
73,Saudi Arabia,Yemen,Re-Export,126663738.0
