yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2012,2012.0,Import,Pakistan,World,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",59950158.0,,30.3308401,71.247499,-36.8535712,174.7456809
2012,2012.0,Import,Pakistan,Argentina,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",79143.0,,30.3308401,71.247499,-34.9964963,-64.9672817
2012,2012.0,Import,Pakistan,Australia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",58481.0,,30.3308401,71.247499,-24.7761086,134.755
2012,2012.0,Import,Pakistan,Austria,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",68056.0,,30.3308401,71.247499,47.59397,14.12456
2012,2012.0,Import,Pakistan,Bahrain,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",624.0,,30.3308401,71.247499,26.1551249,50.5344606
2012,2012.0,Import,Pakistan,Bangladesh,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",249728.0,,30.3308401,71.247499,24.4769288,90.2934413
2012,2012.0,Import,Pakistan,Belgium,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",694598.0,,30.3308401,71.247499,50.6402809,4.6667145
2012,2012.0,Import,Pakistan,Botswana,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",17200.0,,30.3308401,71.247499,-23.1681782,24.5928742
2012,2012.0,Import,Pakistan,Brazil,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",49055.0,,30.3308401,71.247499,-10.3333333,-53.2
2012,2012.0,Import,Pakistan,Belize,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",41335.0,,30.3308401,71.247499,16.8259793,-88.7600927
2012,2012.0,Import,Pakistan,Bulgaria,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1196.0,,30.3308401,71.247499,42.6073975,25.4856617
2012,2012.0,Import,Pakistan,Myanmar,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",44237.0,,30.3308401,71.247499,17.1750495,95.9999652
2012,2012.0,Import,Pakistan,Canada,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",37893.0,,30.3308401,71.247499,61.0666922,-107.991707
2012,2012.0,Import,Pakistan,Chile,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",105.0,,30.3308401,71.247499,-31.7613365,-71.3187697
2012,2012.0,Import,Pakistan,China,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",13277795.0,,30.3308401,71.247499,35.000074,104.999927
2012,2012.0,Import,Pakistan,Cook Isds,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",296.0,,30.3308401,71.247499,,
2012,2012.0,Import,Pakistan,Cuba,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",119.0,,30.3308401,71.247499,23.0131338,-80.8328748
2012,2012.0,Import,Pakistan,Czechia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",231412.0,,30.3308401,71.247499,49.7439047,15.3381061
2012,2012.0,Import,Pakistan,Denmark,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",718475.0,,30.3308401,71.247499,55.670249,10.3333283
2012,2012.0,Import,Pakistan,Estonia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",58.0,,30.3308401,71.247499,58.7523778,25.3319078
2012,2012.0,Import,Pakistan,Finland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",74862.0,,30.3308401,71.247499,63.2467777,25.9209164
2012,2012.0,Import,Pakistan,France,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",482751.0,,30.3308401,71.247499,46.603354,1.8883335
2012,2012.0,Import,Pakistan,Germany,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",5292429.0,,30.3308401,71.247499,51.1638175,10.4478313
2012,2012.0,Import,Pakistan,Greece,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",441.0,,30.3308401,71.247499,38.9953683,21.9877132
2012,2012.0,Import,Pakistan,Honduras,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",205.0,,30.3308401,71.247499,15.2572432,-86.0755145
2012,2012.0,Import,Pakistan,"China, Hong Kong SAR",82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",119802.0,,30.3308401,71.247499,22.350627,114.1849161
2012,2012.0,Import,Pakistan,Hungary,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",14668.0,,30.3308401,71.247499,47.1817585,19.5060937
2012,2012.0,Import,Pakistan,Indonesia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1208276.0,,30.3308401,71.247499,-2.4833826,117.8902853
2012,2012.0,Import,Pakistan,Ireland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1060.0,,30.3308401,71.247499,52.865196,-7.9794599
2012,2012.0,Import,Pakistan,Italy,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1231320.0,,30.3308401,71.247499,42.6384261,12.674297
2012,2012.0,Import,Pakistan,Jamaica,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",2151.0,,30.3308401,71.247499,18.1850507,-77.3947693
2012,2012.0,Import,Pakistan,Japan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",2600076.0,,30.3308401,71.247499,36.5748441,139.2394179
2012,2012.0,Import,Pakistan,Jordan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",147.0,,30.3308401,71.247499,31.1667049,36.941628
2012,2012.0,Import,Pakistan,Dem. People's Rep. of Korea,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",15825.0,,30.3308401,71.247499,,
2012,2012.0,Import,Pakistan,Rep. of Korea,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1476722.0,,30.3308401,71.247499,,
2012,2012.0,Import,Pakistan,Kuwait,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",196.0,,30.3308401,71.247499,29.2733964,47.4979476
2012,2012.0,Import,Pakistan,Lebanon,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1120.0,,30.3308401,71.247499,33.8750629,35.843409
2012,2012.0,Import,Pakistan,Luxembourg,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",2474.0,,30.3308401,71.247499,49.8158683,6.1296751
2012,2012.0,Import,Pakistan,Malaysia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",67215.0,,30.3308401,71.247499,4.5693754,102.2656823
2012,2012.0,Import,Pakistan,Mauritius,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",210.0,,30.3308401,71.247499,-20.2759451,57.5703566
2012,2012.0,Import,Pakistan,Mexico,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1104172.0,,30.3308401,71.247499,23.6585116,-102.0077097
2012,2012.0,Import,Pakistan,"Other Asia, nes",82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1116997.0,,30.3308401,71.247499,,
2012,2012.0,Import,Pakistan,Oman,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",423.0,,30.3308401,71.247499,21.0000287,57.0036901
2012,2012.0,Import,Pakistan,Netherlands,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",454376.0,,30.3308401,71.247499,52.2434979,5.6343227
