yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2007,2007.0,Export,Lebanon,World,81.0,Other base metals; cermets; articles thereof,65175.0,,33.8750629,35.843409,-36.8535712,174.7456809
2007,2007.0,Export,Lebanon,Central African Rep.,81.0,Other base metals; cermets; articles thereof,2984.0,,33.8750629,35.843409,,
2007,2007.0,Export,Lebanon,France,81.0,Other base metals; cermets; articles thereof,402.0,,33.8750629,35.843409,46.603354,1.8883335
2007,2007.0,Export,Lebanon,Côte d'Ivoire,81.0,Other base metals; cermets; articles thereof,2896.0,,33.8750629,35.843409,7.9897371,-5.5679458
2007,2007.0,Export,Lebanon,Netherlands,81.0,Other base metals; cermets; articles thereof,56321.0,,33.8750629,35.843409,52.2434979,5.6343227
2007,2007.0,Export,Lebanon,United Arab Emirates,81.0,Other base metals; cermets; articles thereof,2572.0,,33.8750629,35.843409,24.0002488,53.9994829
