,rtTitle,ptTitle,rgDesc,TradeValue
0,Oman,Afghanistan,Export,1213264.0
1,Oman,Algeria,Export,13977709.0
2,Oman,Algeria,Import,6424.0
3,Oman,Armenia,Export,122193.0
4,Oman,Armenia,Import,972876.0
5,Oman,Azerbaijan,Export,987896.0
6,Oman,Bahrain,Export,15356827.0
7,Oman,Bahrain,Import,43189216.0
8,Oman,Comoros,Export,51409.0
9,Oman,Cyprus,Export,1047313.0
10,Oman,Cyprus,Import,3754124.0
11,Oman,Djibouti,Export,2158649.0
12,Oman,Djibouti,Import,1300.0
13,Oman,Fmr Sudan,Export,16892898.0
14,Oman,Fmr Sudan,Import,291880.0
15,Oman,Georgia,Import,172429.0
16,Oman,Iraq,Export,20734883.0
17,Oman,Iraq,Import,3499.0
18,Oman,Jordan,Export,44303812.0
19,Oman,Jordan,Import,7691879.0
20,Oman,Kuwait,Export,25376185.0
21,Oman,Kuwait,Import,42183805.0
22,Oman,Lebanon,Export,4719276.0
23,Oman,Lebanon,Import,4382159.0
24,Oman,Libya,Export,18117799.0
25,Oman,Libya,Import,882.0
26,Oman,Malta,Export,49984.0
27,Oman,Malta,Import,1613810.0
28,Oman,Mauritania,Export,732218.0
29,Oman,Mauritania,Import,3542.0
30,Oman,Morocco,Export,946565.0
31,Oman,Morocco,Import,808181.0
32,Oman,Pakistan,Export,7381873.0
33,Oman,Pakistan,Import,52712167.0
34,Oman,Qatar,Export,20785936.0
35,Oman,Qatar,Import,8571339.0
36,Oman,Saudi Arabia,Export,188740421.0
37,Oman,Saudi Arabia,Import,185042242.0
38,Oman,State of Palestine,Import,77254.0
39,Oman,Syria,Export,7792642.0
40,Oman,Syria,Import,11596428.0
41,Oman,Turkey,Export,70934.0
42,Oman,Turkey,Import,31580472.0
43,Oman,United Arab Emirates,Export,816775195.0
44,Oman,United Arab Emirates,Import,1645598254.0
45,Oman,World,Export,11073950293.0
46,Oman,World,Import,5797973539.0
47,Oman,Yemen,Export,46685156.0
48,Oman,Yemen,Import,3687153.0
