yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2007,2007.0,Export,Israel,World,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",802550000.0,,30.8124247,34.8594762,-36.8535712,174.7456809
2007,2007.0,Export,Israel,Albania,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",3000.0,,30.8124247,34.8594762,41.000028,19.9999619
2007,2007.0,Export,Israel,Argentina,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",219000.0,,30.8124247,34.8594762,-34.9964963,-64.9672817
2007,2007.0,Export,Israel,Australia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",4110000.0,,30.8124247,34.8594762,-24.7761086,134.755
2007,2007.0,Export,Israel,Austria,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1719000.0,,30.8124247,34.8594762,47.59397,14.12456
2007,2007.0,Export,Israel,Belgium,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",75410000.0,,30.8124247,34.8594762,50.6402809,4.6667145
2007,2007.0,Export,Israel,Botswana,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",117000.0,,30.8124247,34.8594762,-23.1681782,24.5928742
2007,2007.0,Export,Israel,Brazil,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",4909000.0,,30.8124247,34.8594762,-10.3333333,-53.2
2007,2007.0,Export,Israel,Bulgaria,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",2054000.0,,30.8124247,34.8594762,42.6073975,25.4856617
2007,2007.0,Export,Israel,Belarus,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1913000.0,,30.8124247,34.8594762,53.4250605,27.6971358
2007,2007.0,Export,Israel,Cameroon,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1000.0,,30.8124247,34.8594762,4.6125522,13.1535811
2007,2007.0,Export,Israel,Canada,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",4540000.0,,30.8124247,34.8594762,61.0666922,-107.991707
2007,2007.0,Export,Israel,Sri Lanka,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",438000.0,,30.8124247,34.8594762,7.5554942,80.7137847
2007,2007.0,Export,Israel,Chad,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",50000.0,,30.8124247,34.8594762,15.6134137,19.0156172
2007,2007.0,Export,Israel,Chile,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",107000.0,,30.8124247,34.8594762,-31.7613365,-71.3187697
2007,2007.0,Export,Israel,China,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",24259000.0,,30.8124247,34.8594762,35.000074,104.999927
2007,2007.0,Export,Israel,Colombia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",479000.0,,30.8124247,34.8594762,4.099917,-72.9088133
2007,2007.0,Export,Israel,Congo,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",22000.0,,30.8124247,34.8594762,-2.9814344,23.8222636
