yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2008,2008.0,Re-Export,Cyprus,World,19.0,"Preparations of cereals, flour, starch or milk; pastrycooks' products",266969.0,,34.9823018,33.1451285,-36.8535712,174.7456809
2008,2008.0,Re-Export,Cyprus,Greece,19.0,"Preparations of cereals, flour, starch or milk; pastrycooks' products",264676.0,,34.9823018,33.1451285,38.9953683,21.9877132
2008,2008.0,Re-Export,Cyprus,United Arab Emirates,19.0,"Preparations of cereals, flour, starch or milk; pastrycooks' products",6.0,,34.9823018,33.1451285,24.0002488,53.9994829
2008,2008.0,Re-Export,Cyprus,United Kingdom,19.0,"Preparations of cereals, flour, starch or milk; pastrycooks' products",2287.0,,34.9823018,33.1451285,54.7023545,-3.2765753
