yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2014,2014.0,Re-Export,Bahrain,World,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",306758.0,,26.1551249,50.5344606,-36.8535712,174.7456809
2014,2014.0,Re-Export,Bahrain,Malta,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",83.0,,26.1551249,50.5344606,35.8885993,14.4476911
2014,2014.0,Re-Export,Bahrain,Qatar,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",2040.0,,26.1551249,50.5344606,25.3336984,51.2295295
2014,2014.0,Re-Export,Bahrain,Saudi Arabia,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",42161.0,,26.1551249,50.5344606,25.6242618,42.3528328
2014,2014.0,Re-Export,Bahrain,Singapore,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",90.0,,26.1551249,50.5344606,1.357107,103.8194992
2014,2014.0,Re-Export,Bahrain,United Arab Emirates,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",262385.0,,26.1551249,50.5344606,24.0002488,53.9994829
