yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2010,2010.0,Export,Israel,World,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",807515000.0,,30.8124247,34.8594762,-36.8535712,174.7456809
2010,2010.0,Export,Israel,Albania,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",6000.0,,30.8124247,34.8594762,41.000028,19.9999619
2010,2010.0,Export,Israel,Angola,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",714000.0,,30.8124247,34.8594762,-11.8775768,17.5691241
2010,2010.0,Export,Israel,Azerbaijan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1325000.0,,30.8124247,34.8594762,40.3936294,47.7872508
2010,2010.0,Export,Israel,Argentina,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",6314000.0,,30.8124247,34.8594762,-34.9964963,-64.9672817
2010,2010.0,Export,Israel,Australia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",11690000.0,,30.8124247,34.8594762,-24.7761086,134.755
2010,2010.0,Export,Israel,Austria,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1898000.0,,30.8124247,34.8594762,47.59397,14.12456
2010,2010.0,Export,Israel,Belgium,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",3347000.0,,30.8124247,34.8594762,50.6402809,4.6667145
2010,2010.0,Export,Israel,Botswana,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",373000.0,,30.8124247,34.8594762,-23.1681782,24.5928742
2010,2010.0,Export,Israel,Brazil,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",29951000.0,,30.8124247,34.8594762,-10.3333333,-53.2
2010,2010.0,Export,Israel,Bulgaria,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",75000.0,,30.8124247,34.8594762,42.6073975,25.4856617
2010,2010.0,Export,Israel,Belarus,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",2891000.0,,30.8124247,34.8594762,53.4250605,27.6971358
2010,2010.0,Export,Israel,Cambodia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",2000.0,,30.8124247,34.8594762,12.5433216,104.8144914
2010,2010.0,Export,Israel,Cameroon,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",70000.0,,30.8124247,34.8594762,4.6125522,13.1535811
2010,2010.0,Export,Israel,Canada,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",2854000.0,,30.8124247,34.8594762,61.0666922,-107.991707
2010,2010.0,Export,Israel,Sri Lanka,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",324000.0,,30.8124247,34.8594762,7.5554942,80.7137847
2010,2010.0,Export,Israel,Chile,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",69000.0,,30.8124247,34.8594762,-31.7613365,-71.3187697
2010,2010.0,Export,Israel,China,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",43984000.0,,30.8124247,34.8594762,35.000074,104.999927
2010,2010.0,Export,Israel,Colombia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",617000.0,,30.8124247,34.8594762,4.099917,-72.9088133
2010,2010.0,Export,Israel,Congo,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",71000.0,,30.8124247,34.8594762,-2.9814344,23.8222636
