,rtTitle,ptTitle,rgDesc,TradeValue
0,Kuwait,Afghanistan,Export,8226338.0
1,Kuwait,Afghanistan,Import,91965.0
2,Kuwait,Afghanistan,Re-Export,7786617.0
3,Kuwait,Algeria,Export,10554622.0
4,Kuwait,Algeria,Import,116021.0
5,Kuwait,Algeria,Re-Export,52075.0
6,Kuwait,Armenia,Export,116473.0
7,Kuwait,Armenia,Import,1603328.0
8,Kuwait,Armenia,Re-Export,43330.0
9,Kuwait,Azerbaijan,Export,3755.0
10,Kuwait,Azerbaijan,Import,23011.0
11,Kuwait,Bahrain,Export,94245453.0
12,Kuwait,Bahrain,Import,243160589.0
13,Kuwait,Bahrain,Re-Export,38198357.0
14,Kuwait,Comoros,Export,9912.0
15,Kuwait,Comoros,Import,106877.0
16,Kuwait,Comoros,Re-Export,8504.0
17,Kuwait,Cyprus,Export,2864250.0
18,Kuwait,Cyprus,Import,11158925.0
19,Kuwait,Djibouti,Export,1805463.0
20,Kuwait,Djibouti,Import,2904459.0
21,Kuwait,Djibouti,Re-Export,450071.0
22,Kuwait,Georgia,Export,343893.0
23,Kuwait,Georgia,Import,1219362.0
24,Kuwait,Georgia,Re-Export,337746.0
25,Kuwait,Iraq,Export,587453051.0
26,Kuwait,Iraq,Import,19630.0
27,Kuwait,Iraq,Re-Export,401426995.0
28,Kuwait,Jordan,Export,118105055.0
29,Kuwait,Jordan,Import,116254084.0
30,Kuwait,Jordan,Re-Export,37260857.0
31,Kuwait,Lebanon,Export,45320020.0
32,Kuwait,Lebanon,Import,177459540.0
33,Kuwait,Lebanon,Re-Export,21363763.0
34,Kuwait,Libya,Export,2406430.0
35,Kuwait,Libya,Import,11890.0
36,Kuwait,Libya,Re-Export,1388261.0
37,Kuwait,Malta,Export,227254.0
38,Kuwait,Malta,Import,4135371.0
39,Kuwait,Malta,Re-Export,187035.0
40,Kuwait,Mauritania,Export,454424.0
41,Kuwait,Mauritania,Import,24840.0
42,Kuwait,Mauritania,Re-Export,403053.0
43,Kuwait,Morocco,Export,6055394.0
44,Kuwait,Morocco,Import,32998990.0
45,Kuwait,Morocco,Re-Export,452378.0
46,Kuwait,Oman,Export,107053215.0
47,Kuwait,Oman,Import,492726175.0
48,Kuwait,Oman,Re-Export,16078051.0
49,Kuwait,Pakistan,Export,202086284.0
50,Kuwait,Pakistan,Import,170504368.0
51,Kuwait,Pakistan,Re-Export,3551487.0
52,Kuwait,Qatar,Export,187557003.0
53,Kuwait,Qatar,Import,113610612.0
54,Kuwait,Qatar,Re-Export,57570250.0
55,Kuwait,Saudi Arabia,Export,708489135.0
56,Kuwait,Saudi Arabia,Import,1360834987.0
57,Kuwait,Saudi Arabia,Re-Export,268820924.0
58,Kuwait,State of Palestine,Export,190698.0
59,Kuwait,State of Palestine,Import,6198260.0
60,Kuwait,State of Palestine,Re-Export,143888.0
61,Kuwait,Syria,Export,2198042.0
62,Kuwait,Syria,Import,20622851.0
63,Kuwait,Syria,Re-Export,553414.0
64,Kuwait,Turkey,Export,200311089.0
65,Kuwait,Turkey,Import,537438521.0
66,Kuwait,Turkey,Re-Export,1625964.0
67,Kuwait,United Arab Emirates,Export,821191776.0
68,Kuwait,United Arab Emirates,Import,2889748552.0
69,Kuwait,United Arab Emirates,Re-Export,329093967.0
70,Kuwait,World,Export,100947375577.0
71,Kuwait,World,Import,30636049606.0
72,Kuwait,World,Re-Export,1841175052.0
73,Kuwait,Yemen,Export,14477295.0
74,Kuwait,Yemen,Import,5198134.0
75,Kuwait,Yemen,Re-Export,5731103.0
