yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2007,2007.0,Re-Export,Pakistan,World,81.0,Other base metals; cermets; articles thereof,30519.0,,30.3308401,71.247499,-36.8535712,174.7456809
2007,2007.0,Re-Export,Pakistan,Germany,81.0,Other base metals; cermets; articles thereof,46.0,,30.3308401,71.247499,51.1638175,10.4478313
2007,2007.0,Re-Export,Pakistan,Italy,81.0,Other base metals; cermets; articles thereof,30473.0,,30.3308401,71.247499,42.6384261,12.674297
