yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2014,2014.0,Import,State of Palestine,World,81.0,Other base metals; cermets; articles thereof,7865.0,,31.46242095,34.262716572130714,-36.8535712,174.7456809
2014,2014.0,Import,State of Palestine,China,81.0,Other base metals; cermets; articles thereof,1153.0,,31.46242095,34.262716572130714,35.000074,104.999927
2014,2014.0,Import,State of Palestine,Germany,81.0,Other base metals; cermets; articles thereof,5964.0,,31.46242095,34.262716572130714,51.1638175,10.4478313
2014,2014.0,Import,State of Palestine,Italy,81.0,Other base metals; cermets; articles thereof,748.0,,31.46242095,34.262716572130714,42.6384261,12.674297
