yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2011,2011.0,Re-Export,Oman,World,81.0,Other base metals; cermets; articles thereof,434519.0,,21.0000287,57.0036901,-36.8535712,174.7456809
2011,2011.0,Re-Export,Oman,Gabon,81.0,Other base metals; cermets; articles thereof,22702.0,,21.0000287,57.0036901,-0.8999695,11.6899699
2011,2011.0,Re-Export,Oman,Kuwait,81.0,Other base metals; cermets; articles thereof,409063.0,,21.0000287,57.0036901,29.2733964,47.4979476
2011,2011.0,Re-Export,Oman,United Arab Emirates,81.0,Other base metals; cermets; articles thereof,2754.0,,21.0000287,57.0036901,24.0002488,53.9994829
