yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2017,2017.0,Export,Afghanistan,World,4.0,Dairy produce; birds eggs; natural honey;,65866.0,,33.7680065,66.2385139,-36.8535712,174.7456809
2017,2017.0,Export,Afghanistan,Australia,4.0,Dairy produce; birds eggs; natural honey;,2103.0,,33.7680065,66.2385139,-24.7761086,134.755
2017,2017.0,Export,Afghanistan,Canada,4.0,Dairy produce; birds eggs; natural honey;,25926.0,,33.7680065,66.2385139,61.0666922,-107.991707
2017,2017.0,Export,Afghanistan,Germany,4.0,Dairy produce; birds eggs; natural honey;,1561.0,,33.7680065,66.2385139,51.1638175,10.4478313
2017,2017.0,Export,Afghanistan,Pakistan,4.0,Dairy produce; birds eggs; natural honey;,15760.0,,33.7680065,66.2385139,30.3308401,71.247499
2017,2017.0,Export,Afghanistan,India,4.0,Dairy produce; birds eggs; natural honey;,2952.0,,33.7680065,66.2385139,22.3511148,78.6677428
2017,2017.0,Export,Afghanistan,United Arab Emirates,4.0,Dairy produce; birds eggs; natural honey;,3920.0,,33.7680065,66.2385139,24.0002488,53.9994829
2017,2017.0,Export,Afghanistan,USA,4.0,Dairy produce; birds eggs; natural honey;,13641.0,,33.7680065,66.2385139,39.7837304,-100.445882
