yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2011,2011.0,Import,Israel,World,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",222950000.0,,30.8124247,34.8594762,-36.8535712,174.7456809
2011,2011.0,Import,Israel,Argentina,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",5000.0,,30.8124247,34.8594762,-34.9964963,-64.9672817
2011,2011.0,Import,Israel,Australia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",136000.0,,30.8124247,34.8594762,-24.7761086,134.755
2011,2011.0,Import,Israel,Austria,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",2116000.0,,30.8124247,34.8594762,47.59397,14.12456
2011,2011.0,Import,Israel,Belgium,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",2204000.0,,30.8124247,34.8594762,50.6402809,4.6667145
2011,2011.0,Import,Israel,Brazil,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",117000.0,,30.8124247,34.8594762,-10.3333333,-53.2
2011,2011.0,Import,Israel,Brunei Darussalam,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",12000.0,,30.8124247,34.8594762,4.4137155,114.5653908
2011,2011.0,Import,Israel,Bulgaria,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",228000.0,,30.8124247,34.8594762,42.6073975,25.4856617
2011,2011.0,Import,Israel,Belarus,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1000.0,,30.8124247,34.8594762,53.4250605,27.6971358
2011,2011.0,Import,Israel,Canada,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",646000.0,,30.8124247,34.8594762,61.0666922,-107.991707
2011,2011.0,Import,Israel,Chile,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",14000.0,,30.8124247,34.8594762,-31.7613365,-71.3187697
2011,2011.0,Import,Israel,China,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",31728000.0,,30.8124247,34.8594762,35.000074,104.999927
2011,2011.0,Import,Israel,Colombia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",6000.0,,30.8124247,34.8594762,4.099917,-72.9088133
2011,2011.0,Import,Israel,Costa Rica,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",15000.0,,30.8124247,34.8594762,10.2735633,-84.0739102
2011,2011.0,Import,Israel,Croatia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",4000.0,,30.8124247,34.8594762,45.5643442,17.0118954
2011,2011.0,Import,Israel,Cyprus,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1247000.0,,30.8124247,34.8594762,34.9823018,33.1451285
2011,2011.0,Import,Israel,Czechia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1598000.0,,30.8124247,34.8594762,49.7439047,15.3381061
2011,2011.0,Import,Israel,Denmark,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",205000.0,,30.8124247,34.8594762,55.670249,10.3333283
2011,2011.0,Import,Israel,Estonia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",3000.0,,30.8124247,34.8594762,58.7523778,25.3319078
2011,2011.0,Import,Israel,Finland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",524000.0,,30.8124247,34.8594762,63.2467777,25.9209164
2011,2011.0,Import,Israel,France,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",3553000.0,,30.8124247,34.8594762,46.603354,1.8883335
