yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2010,2010,Export,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,19590,26.1551249,50.5344606,10.528384761701911,103.08333472012376
2010,2010,Export,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,82213,26.1551249,50.5344606,,
2010,2010,Export,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes, Saudi Arabia, Saudi Arabia,62367,26.1551249,50.5344606,,
2010,2010,Export,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes, United Arab Emirates, United Arab Emirates,255,26.1551249,50.5344606,,
