yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2007,2007,Import,Algeria,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Eastern Asia,Asia,119454,28.0000272,2.9999825,37.977378106878206,73.97804075806764
2007,2007,Import,Algeria,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Eastern Europe,Europe,64557,28.0000272,2.9999825,51.67568633314729,27.673469819741847
2007,2007,Import,Algeria,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Northern America,Americas,1974334,28.0000272,2.9999825,43.897683433510366,-100.08947125585888
2007,2007,Import,Algeria,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Northern Europe,Europe,151014,28.0000272,2.9999825,59.36075159783851,25.01346951967388
2007,2007,Import,Algeria,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Southern Europe,Europe,1776391,28.0000272,2.9999825,40.12399607988535,20.742583178432696
2007,2007,Import,Algeria,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Western Asia,Asia,1431,28.0000272,2.9999825,26.42921218083572,52.86847103284948
2007,2007,Import,Algeria,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Western Europe,Europe,1060677,28.0000272,2.9999825,47.92172048214207,7.866753258497997
2007,2007,Import,Algeria,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,World,World,5333439,28.0000272,2.9999825,,
