yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2006,2006,Export,Armenia,25,Salt; sulfur; earths and stone; plastering materials,Australia and New Zealand,Oceania,185,40.7696272,44.6736646,-16.85099460447687,133.4130365630627
2006,2006,Export,Armenia,25,Salt; sulfur; earths and stone; plastering materials,Eastern Europe,Europe,633553,40.7696272,44.6736646,51.67568633314729,27.673469819741847
2006,2006,Export,Armenia,25,Salt; sulfur; earths and stone; plastering materials,Northern America,Americas,6219,40.7696272,44.6736646,43.897683433510366,-100.08947125585888
2006,2006,Export,Armenia,25,Salt; sulfur; earths and stone; plastering materials,Southern Asia,Asia,6371300,40.7696272,44.6736646,25.499703063807168,75.5024015339642
2006,2006,Export,Armenia,25,Salt; sulfur; earths and stone; plastering materials,Southern Europe,Europe,10138,40.7696272,44.6736646,40.12399607988535,20.742583178432696
2006,2006,Export,Armenia,25,Salt; sulfur; earths and stone; plastering materials,Sub-Saharan Africa,Africa,170,40.7696272,44.6736646,6.06272746187266,22.727528470146083
2006,2006,Export,Armenia,25,Salt; sulfur; earths and stone; plastering materials,Western Europe,Europe,4792,40.7696272,44.6736646,47.92172048214207,7.866753258497997
2006,2006,Export,Armenia,25,Salt; sulfur; earths and stone; plastering materials,World,World,23376082,40.7696272,44.6736646,,
2006,2006,Export,Armenia,25,Salt; sulfur; earths and stone; plastering materials, Georgia, Georgia,16335855,40.7696272,44.6736646,,
2006,2006,Export,Armenia,25,Salt; sulfur; earths and stone; plastering materials, Iraq, Iraq,13869,40.7696272,44.6736646,,
