yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2013,2013,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Australia and New Zealand,Oceania,49137,38.9597594,34.9249653,-16.85099460447687,133.4130365630627
2013,2013,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Central Asia,Asia,62280,38.9597594,34.9249653,39.89317229901691,61.060280637304274
2013,2013,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Eastern Europe,Europe,706257,38.9597594,34.9249653,51.67568633314729,27.673469819741847
2013,2013,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Latin America and the Caribbean,Americas,52086,38.9597594,34.9249653,17.925141963241547,-78.01492950057497
2013,2013,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Northern America,Americas,1061155,38.9597594,34.9249653,43.897683433510366,-100.08947125585888
2013,2013,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Northern Europe,Europe,2062723,38.9597594,34.9249653,59.36075159783851,25.01346951967388
2013,2013,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Southern Asia,Asia,2628217,38.9597594,34.9249653,25.499703063807168,75.5024015339642
2013,2013,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Southern Europe,Europe,7368959,38.9597594,34.9249653,40.12399607988535,20.742583178432696
2013,2013,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Sub-Saharan Africa,Africa,4232979,38.9597594,34.9249653,6.06272746187266,22.727528470146083
2013,2013,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Western Asia,Asia,31742,38.9597594,34.9249653,26.42921218083572,52.86847103284948
2013,2013,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Western Europe,Europe,8664806,38.9597594,34.9249653,47.92172048214207,7.866753258497997
2013,2013,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,World,World,33753739,38.9597594,34.9249653,,
2013,2013,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, Afghanistan, Afghanistan,95932,38.9597594,34.9249653,,
2013,2013,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, Azerbaijan, Azerbaijan,412060,38.9597594,34.9249653,,
2013,2013,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, Cyprus, Cyprus,388598,38.9597594,34.9249653,,
2013,2013,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, Georgia, Georgia,2371077,38.9597594,34.9249653,,
2013,2013,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, Iraq, Iraq,2238502,38.9597594,34.9249653,,
2013,2013,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, Israel, Israel,525105,38.9597594,34.9249653,,
2013,2013,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, Jordan, Jordan,107016,38.9597594,34.9249653,,
2013,2013,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, Kuwait, Kuwait,73367,38.9597594,34.9249653,,
2013,2013,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, Lebanon, Lebanon,26196,38.9597594,34.9249653,,
2013,2013,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, Libya, Libya,16766,38.9597594,34.9249653,,
2013,2013,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, Mauritania, Mauritania,226563,38.9597594,34.9249653,,
2013,2013,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, Morocco, Morocco,181982,38.9597594,34.9249653,,
2013,2013,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, Qatar, Qatar,2128,38.9597594,34.9249653,,
2013,2013,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, Saudi Arabia, Saudi Arabia,168106,38.9597594,34.9249653,,
