yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2007,2007.0,Re-Export,Kuwait,World,25.0,Salt; sulfur; earths and stone; plastering materials,23454.0,,29.2733964,47.4979476,-36.8535712,174.7456809
2007,2007.0,Re-Export,Kuwait,France,25.0,Salt; sulfur; earths and stone; plastering materials,4086.0,,29.2733964,47.4979476,46.603354,1.8883335
2007,2007.0,Re-Export,Kuwait,Iraq,25.0,Salt; sulfur; earths and stone; plastering materials,9569.0,,29.2733964,47.4979476,33.0955793,44.1749775
2007,2007.0,Re-Export,Kuwait,Morocco,25.0,Salt; sulfur; earths and stone; plastering materials,180.0,,29.2733964,47.4979476,31.1728205,-7.3362482
2007,2007.0,Re-Export,Kuwait,Qatar,25.0,Salt; sulfur; earths and stone; plastering materials,88.0,,29.2733964,47.4979476,25.3336984,51.2295295
2007,2007.0,Re-Export,Kuwait,Saudi Arabia,25.0,Salt; sulfur; earths and stone; plastering materials,9347.0,,29.2733964,47.4979476,25.6242618,42.3528328
2007,2007.0,Re-Export,Kuwait,United Arab Emirates,25.0,Salt; sulfur; earths and stone; plastering materials,183.0,,29.2733964,47.4979476,24.0002488,53.9994829
