yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2004,2004.0,Import,Jordan,World,81.0,Other base metals; cermets; articles thereof,74760.0,,31.1667049,36.941628,-36.8535712,174.7456809
2004,2004.0,Import,Jordan,Austria,81.0,Other base metals; cermets; articles thereof,1432.0,,31.1667049,36.941628,47.59397,14.12456
2004,2004.0,Import,Jordan,Belgium,81.0,Other base metals; cermets; articles thereof,786.0,,31.1667049,36.941628,50.6402809,4.6667145
2004,2004.0,Import,Jordan,Germany,81.0,Other base metals; cermets; articles thereof,65636.0,,31.1667049,36.941628,51.1638175,10.4478313
2004,2004.0,Import,Jordan,Italy,81.0,Other base metals; cermets; articles thereof,377.0,,31.1667049,36.941628,42.6384261,12.674297
2004,2004.0,Import,Jordan,Japan,81.0,Other base metals; cermets; articles thereof,653.0,,31.1667049,36.941628,36.5748441,139.2394179
2004,2004.0,Import,Jordan,United Kingdom,81.0,Other base metals; cermets; articles thereof,5877.0,,31.1667049,36.941628,54.7023545,-3.2765753
