yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2008,2008.0,Re-Export,Oman,World,11.0,Products of the milling industry; malt; starches; inulin,2090717.0,,21.0000287,57.0036901,-36.8535712,174.7456809
2008,2008.0,Re-Export,Oman,Somalia,11.0,Products of the milling industry; malt; starches; inulin,2060126.0,,21.0000287,57.0036901,8.3676771,49.083416
2008,2008.0,Re-Export,Oman,United Arab Emirates,11.0,Products of the milling industry; malt; starches; inulin,30590.0,,21.0000287,57.0036901,24.0002488,53.9994829
