yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2003,2003,Re-Export,Saudi Arabia,25,Salt; sulfur; earths and stone; plastering materials,Northern Europe,Europe,114667,25.62,42.35,59.36075159783851,25.01346951967388
2003,2003,Re-Export,Saudi Arabia,25,Salt; sulfur; earths and stone; plastering materials,Sub-Saharan Africa,Africa,31733,25.62,42.35,6.06272746187266,22.727528470146083
2003,2003,Re-Export,Saudi Arabia,25,Salt; sulfur; earths and stone; plastering materials,World,World,614667,25.62,42.35,,
2003,2003,Re-Export,Saudi Arabia,25,Salt; sulfur; earths and stone; plastering materials,Libya, Libya,48533,25.62,42.35,,
2003,2003,Re-Export,Saudi Arabia,25,Salt; sulfur; earths and stone; plastering materials,Oman, Oman,31733,25.62,42.35,,
2003,2003,Re-Export,Saudi Arabia,25,Salt; sulfur; earths and stone; plastering materials,United Arab Emirates, United Arab Emirates,294400,25.62,42.35,,
2003,2003,Re-Export,Saudi Arabia,25,Salt; sulfur; earths and stone; plastering materials,Yemen, Yemen,62933,25.62,42.35,,
