yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2007,2007,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Central Asia,Asia,37167,38.9597594,34.9249653,39.89317229901691,61.060280637304274
2007,2007,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Eastern Europe,Europe,1348019,38.9597594,34.9249653,51.67568633314729,27.673469819741847
2007,2007,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Northern America,Americas,1236620,38.9597594,34.9249653,43.897683433510366,-100.08947125585888
2007,2007,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Northern Europe,Europe,85624,38.9597594,34.9249653,59.36075159783851,25.01346951967388
2007,2007,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Southern Asia,Asia,935905,38.9597594,34.9249653,25.499703063807168,75.5024015339642
2007,2007,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Southern Europe,Europe,3189905,38.9597594,34.9249653,40.12399607988535,20.742583178432696
2007,2007,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Sub-Saharan Africa,Africa,22504,38.9597594,34.9249653,6.06272746187266,22.727528470146083
2007,2007,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Tunisia,Tunisia,1946,38.9597594,34.9249653,,
2007,2007,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Western Asia,Asia,8103,38.9597594,34.9249653,26.42921218083572,52.86847103284948
2007,2007,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Western Europe,Europe,1716672,38.9597594,34.9249653,47.92172048214207,7.866753258497997
2007,2007,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,World,World,11340634,38.9597594,34.9249653,,
2007,2007,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Algeria, Algeria,20564,38.9597594,34.9249653,,
2007,2007,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Azerbaijan, Azerbaijan,125293,38.9597594,34.9249653,,
2007,2007,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Cyprus, Cyprus,218385,38.9597594,34.9249653,,
2007,2007,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Georgia, Georgia,495156,38.9597594,34.9249653,,
2007,2007,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Iraq, Iraq,572511,38.9597594,34.9249653,,
2007,2007,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Israel, Israel,742999,38.9597594,34.9249653,,
2007,2007,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Jordan, Jordan,63800,38.9597594,34.9249653,,
2007,2007,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Kuwait, Kuwait,770,38.9597594,34.9249653,,
2007,2007,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Lebanon, Lebanon,24456,38.9597594,34.9249653,,
2007,2007,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Libya, Libya,150,38.9597594,34.9249653,,
2007,2007,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Morocco, Morocco,19938,38.9597594,34.9249653,,
2007,2007,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,United Arab Emirates, United Arab Emirates,582,38.9597594,34.9249653,,
