yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,rtLat,rtLon,ptLat,ptLon
2016,2016,Import,Kuwait,World,37,Photographic or cinematographic goods,15976788,,,-36.8535712,174.7456809
2016,2016,Import,Kuwait,Australia,37,Photographic or cinematographic goods,393,,,-24.7761086,134.755
2016,2016,Import,Kuwait,Bahrain,37,Photographic or cinematographic goods,25116,,,26.1551249,50.5344606
2016,2016,Import,Kuwait,Belgium,37,Photographic or cinematographic goods,1306229,,,50.6402809,4.6667145
2016,2016,Import,Kuwait,Brazil,37,Photographic or cinematographic goods,89315,,,-10.3333333,-53.2
2016,2016,Import,Kuwait,Bulgaria,37,Photographic or cinematographic goods,4096,,,42.6073975,25.4856617
2016,2016,Import,Kuwait,Canada,37,Photographic or cinematographic goods,10510,,,61.0666922,-107.991707
2016,2016,Import,Kuwait,China,37,Photographic or cinematographic goods,2663592,,,35.000074,104.999927
2016,2016,Import,Kuwait,Czechia,37,Photographic or cinematographic goods,25444,,,,
2016,2016,Import,Kuwait,France,37,Photographic or cinematographic goods,308061,,,46.603354,1.8883335
2016,2016,Import,Kuwait,Germany,37,Photographic or cinematographic goods,303444,,,51.1638175,10.4478313
2016,2016,Import,Kuwait,Greece,37,Photographic or cinematographic goods,5701,,,38.9953683,21.9877132
2016,2016,Import,Kuwait,"China, Hong Kong SAR",37,Photographic or cinematographic goods,496,,,22.350627,114.1849161
2016,2016,Import,Kuwait,Indonesia,37,Photographic or cinematographic goods,704,,,-2.4833826,117.8902853
2016,2016,Import,Kuwait,Ireland,37,Photographic or cinematographic goods,44419,,,52.865196,-7.9794599
2016,2016,Import,Kuwait,Italy,37,Photographic or cinematographic goods,31361,,,42.6384261,12.674297
2016,2016,Import,Kuwait,Japan,37,Photographic or cinematographic goods,4003615,,,36.5748441,139.2394179
2016,2016,Import,Kuwait,Jordan,37,Photographic or cinematographic goods,238,,,31.1667049,36.941628
2016,2016,Import,Kuwait,Rep. of Korea,37,Photographic or cinematographic goods,42437,,,,
2016,2016,Import,Kuwait,Lebanon,37,Photographic or cinematographic goods,820,,,33.8750629,35.843409
2016,2016,Import,Kuwait,Malaysia,37,Photographic or cinematographic goods,423758,,,4.5693754,102.2656823
2016,2016,Import,Kuwait,"Other Asia, nes",37,Photographic or cinematographic goods,17552,,,,
2016,2016,Import,Kuwait,Netherlands,37,Photographic or cinematographic goods,1905508,,,52.2434979,5.6343227
2016,2016,Import,Kuwait,Russian Federation,37,Photographic or cinematographic goods,226343,,,64.6863136,97.7453061
2016,2016,Import,Kuwait,Saudi Arabia,37,Photographic or cinematographic goods,330,,,25.6242618,42.3528328
2016,2016,Import,Kuwait,Sierra Leone,37,Photographic or cinematographic goods,641,,,8.6400349,-11.8400269
2016,2016,Import,Kuwait,India,37,Photographic or cinematographic goods,106248,,,22.3511148,78.6677428
2016,2016,Import,Kuwait,Singapore,37,Photographic or cinematographic goods,3911,,,1.357107,103.8194992
2016,2016,Import,Kuwait,Viet Nam,37,Photographic or cinematographic goods,86049,,,15.9266657,107.9650855
2016,2016,Import,Kuwait,Slovenia,37,Photographic or cinematographic goods,18213,,,45.8133113,14.4808369
