yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2020,2020,Import,State of Palestine,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,1409221,31.46,34.26,37.977378106878206,73.97804075806764
2020,2020,Import,State of Palestine,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,1181,31.46,34.26,51.67568633314729,27.673469819741847
2020,2020,Import,State of Palestine,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,35208,31.46,34.26,,
2020,2020,Import,State of Palestine,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,158230,31.46,34.26,17.925141963241547,-78.01492950057497
2020,2020,Import,State of Palestine,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,15825,31.46,34.26,43.897683433510366,-100.08947125585888
2020,2020,Import,State of Palestine,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,32365,31.46,34.26,59.36075159783851,25.01346951967388
2020,2020,Import,State of Palestine,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,6730,31.46,34.26,10.528384761701911,103.08333472012376
2020,2020,Import,State of Palestine,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,747300,31.46,34.26,40.12399607988535,20.742583178432696
2020,2020,Import,State of Palestine,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,1087865,31.46,34.26,26.42921218083572,52.86847103284948
2020,2020,Import,State of Palestine,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,737446,31.46,34.26,47.92172048214207,7.866753258497997
2020,2020,Import,State of Palestine,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,9309600,31.46,34.26,,
2020,2020,Import,State of Palestine,35,Albuminoidal substances; modified starches; glues; enzymes,Israel, Israel,4692378,31.46,34.26,,
2020,2020,Import,State of Palestine,35,Albuminoidal substances; modified starches; glues; enzymes,Jordan, Jordan,322182,31.46,34.26,,
2020,2020,Import,State of Palestine,35,Albuminoidal substances; modified starches; glues; enzymes,Saudi Arabia, Saudi Arabia,6390,31.46,34.26,,
2020,2020,Import,State of Palestine,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,19033,31.46,34.26,,
