yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2008,2008,Import,Morocco,4,Dairy produce; birds eggs; natural honey;,Australia and New Zealand,Oceania,39907008,31.17,-7.33,-16.85099460447687,133.4130365630627
2008,2008,Import,Morocco,4,Dairy produce; birds eggs; natural honey;,Eastern Asia,Asia,835819,31.17,-7.33,37.977378106878206,73.97804075806764
2008,2008,Import,Morocco,4,Dairy produce; birds eggs; natural honey;,Eastern Europe,Europe,7615795,31.17,-7.33,51.67568633314729,27.673469819741847
2008,2008,Import,Morocco,4,Dairy produce; birds eggs; natural honey;,Egypt,Egypt,2728331,31.17,-7.33,,
2008,2008,Import,Morocco,4,Dairy produce; birds eggs; natural honey;,Latin America and the Caribbean,Americas,9476221,31.17,-7.33,17.925141963241547,-78.01492950057497
2008,2008,Import,Morocco,4,Dairy produce; birds eggs; natural honey;,Northern America,Americas,97567977,31.17,-7.33,43.897683433510366,-100.08947125585888
2008,2008,Import,Morocco,4,Dairy produce; birds eggs; natural honey;,Northern Europe,Europe,22348416,31.17,-7.33,59.36075159783851,25.01346951967388
2008,2008,Import,Morocco,4,Dairy produce; birds eggs; natural honey;,Southern Europe,Europe,4166424,31.17,-7.33,40.12399607988535,20.742583178432696
2008,2008,Import,Morocco,4,Dairy produce; birds eggs; natural honey;,Sub-Saharan Africa,Africa,436014,31.17,-7.33,6.06272746187266,22.727528470146083
2008,2008,Import,Morocco,4,Dairy produce; birds eggs; natural honey;,Tunisia,Tunisia,89594,31.17,-7.33,,
2008,2008,Import,Morocco,4,Dairy produce; birds eggs; natural honey;,Western Asia,Asia,21719,31.17,-7.33,26.42921218083572,52.86847103284948
2008,2008,Import,Morocco,4,Dairy produce; birds eggs; natural honey;,Western Europe,Europe,89630873,31.17,-7.33,47.92172048214207,7.866753258497997
2008,2008,Import,Morocco,4,Dairy produce; birds eggs; natural honey;,World,World,288239247,31.17,-7.33,,
2008,2008,Import,Morocco,4,Dairy produce; birds eggs; natural honey;,Lebanon, Lebanon,2801,31.17,-7.33,,
2008,2008,Import,Morocco,4,Dairy produce; birds eggs; natural honey;,United Arab Emirates, United Arab Emirates,830289,31.17,-7.33,,
