rtTitle,Subregion,rgDesc,TradeValue
Libya,Algeria,Export,6843088
Libya,Algeria,Import,8791639
Libya,Bahrain,Import,23465983
Libya,Cyprus,Import,3929387
Libya,Djibouti,Export,7309701
Libya,Jordan,Export,67513
Libya,Jordan,Import,22827943
Libya,Kuwait,Import,1627533
Libya,Lebanon,Export,40800904
Libya,Lebanon,Import,713216
Libya,Malta,Export,27183971
Libya,Malta,Import,34416827
Libya,Mauritania,Import,33244
Libya,Morocco,Export,20881261
Libya,Morocco,Import,9713201
Libya,Oman,Import,2275421
Libya,Pakistan,Import,2910787
Libya,Qatar,Import,1363411
Libya,Saudi Arabia,Export,1850131
Libya,Saudi Arabia,Import,55586176
Libya,United Arab Emirates,Export,65490390
Libya,United Arab Emirates,Import,90760778
Libya,Yemen,Import,307232
