yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Sub-region,Region,TradeValue
1991,1991,Re-Export,Cyprus,95,"Toys, games, sports requisites",Eastern Asia,Asia,7126
1991,1991,Re-Export,Cyprus,95,"Toys, games, sports requisites",Eastern Europe,Europe,69080
1991,1991,Re-Export,Cyprus,95,"Toys, games, sports requisites",Northern Africa,Africa,5667
1991,1991,Re-Export,Cyprus,95,"Toys, games, sports requisites",Northern America,Americas,70648
1991,1991,Re-Export,Cyprus,95,"Toys, games, sports requisites",Northern Europe,Europe,16835
1991,1991,Re-Export,Cyprus,95,"Toys, games, sports requisites",Southern Asia,Asia,2305
1991,1991,Re-Export,Cyprus,95,"Toys, games, sports requisites",Southern Europe,Europe,1105767
1991,1991,Re-Export,Cyprus,95,"Toys, games, sports requisites",Sub-Saharan Africa,Africa,31082
1991,1991,Re-Export,Cyprus,95,"Toys, games, sports requisites",Western Asia,Asia,25466
1991,1991,Re-Export,Cyprus,95,"Toys, games, sports requisites",Western Europe,Europe,13016
1991,1991,Re-Export,Cyprus,95,"Toys, games, sports requisites",World,World,1984950
