yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2009,2009.0,Re-Export,Bahrain,World,63.0,Other made up textile articles; sets; worn clothing and worn textile articles; rags,90968.0,,26.1551249,50.5344606,-36.8535712,174.7456809
2009,2009.0,Re-Export,Bahrain,Saudi Arabia,63.0,Other made up textile articles; sets; worn clothing and worn textile articles; rags,46628.0,,26.1551249,50.5344606,25.6242618,42.3528328
2009,2009.0,Re-Export,Bahrain,Sweden,63.0,Other made up textile articles; sets; worn clothing and worn textile articles; rags,319.0,,26.1551249,50.5344606,59.6749712,14.5208584
2009,2009.0,Re-Export,Bahrain,United Arab Emirates,63.0,Other made up textile articles; sets; worn clothing and worn textile articles; rags,5625.0,,26.1551249,50.5344606,24.0002488,53.9994829
2009,2009.0,Re-Export,Bahrain,Bunkers,63.0,Other made up textile articles; sets; worn clothing and worn textile articles; rags,38396.0,,26.1551249,50.5344606,42.18544695,-71.13717580263157
