yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2018,2018,Re-Export,Saudi Arabia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Sudan,Sudan,697466,25.62,42.35,,
2018,2018,Re-Export,Saudi Arabia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,World,World,913641,25.62,42.35,,
2018,2018,Re-Export,Saudi Arabia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Kuwait, Kuwait,211172,25.62,42.35,,
2018,2018,Re-Export,Saudi Arabia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,United Arab Emirates, United Arab Emirates,5003,25.62,42.35,,
