yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2021,2021,Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,14039,21.0000287,57.0036901,-16.85099460447687,133.4130365630627
2021,2021,Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,12790,21.0000287,57.0036901,37.977378106878206,73.97804075806764
2021,2021,Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,228,21.0000287,57.0036901,,
2021,2021,Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,174,21.0000287,57.0036901,17.925141963241547,-78.01492950057497
2021,2021,Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,748,21.0000287,57.0036901,59.36075159783851,25.01346951967388
2021,2021,Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,33684,21.0000287,57.0036901,10.528384761701911,103.08333472012376
2021,2021,Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,190345,21.0000287,57.0036901,25.499703063807168,75.5024015339642
2021,2021,Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,46501,21.0000287,57.0036901,6.06272746187266,22.727528470146083
2021,2021,Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,48915,21.0000287,57.0036901,26.42921218083572,52.86847103284948
2021,2021,Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,875,21.0000287,57.0036901,47.92172048214207,7.866753258497997
2021,2021,Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,7531477,21.0000287,57.0036901,,
2021,2021,Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Algeria, Algeria,10013,21.0000287,57.0036901,,
2021,2021,Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Bahrain, Bahrain,933,21.0000287,57.0036901,,
2021,2021,Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Kuwait, Kuwait,1472,21.0000287,57.0036901,,
2021,2021,Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Lebanon, Lebanon,24270,21.0000287,57.0036901,,
2021,2021,Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Pakistan, Pakistan,972,21.0000287,57.0036901,,
2021,2021,Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Qatar, Qatar,1155711,21.0000287,57.0036901,,
2021,2021,Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Saudi Arabia, Saudi Arabia,62260,21.0000287,57.0036901,,
2021,2021,Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,293708,21.0000287,57.0036901,,
2021,2021,Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Yemen, Yemen,5614265,21.0000287,57.0036901,,
