yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Sub-region,Region,TradeValue
2016,2016,Export,Cyprus,21,Miscellaneous edible preparations,Australia and New Zealand,Oceania,11434
2016,2016,Export,Cyprus,21,Miscellaneous edible preparations,Central Asia,Asia,1779
2016,2016,Export,Cyprus,21,Miscellaneous edible preparations,Eastern Asia,Asia,3911
2016,2016,Export,Cyprus,21,Miscellaneous edible preparations,Eastern Europe,Europe,628590
2016,2016,Export,Cyprus,21,Miscellaneous edible preparations,Latin America and the Caribbean,Americas,5971
2016,2016,Export,Cyprus,21,Miscellaneous edible preparations,Northern Africa,Africa,71575
2016,2016,Export,Cyprus,21,Miscellaneous edible preparations,Northern America,Americas,77485
2016,2016,Export,Cyprus,21,Miscellaneous edible preparations,Northern Europe,Europe,1572273
2016,2016,Export,Cyprus,21,Miscellaneous edible preparations,South-eastern Asia,Asia,1054510
2016,2016,Export,Cyprus,21,Miscellaneous edible preparations,Southern Asia,Asia,20238
2016,2016,Export,Cyprus,21,Miscellaneous edible preparations,Southern Europe,Europe,2499328
2016,2016,Export,Cyprus,21,Miscellaneous edible preparations,Sub-Saharan Africa,Africa,16796
2016,2016,Export,Cyprus,21,Miscellaneous edible preparations,Western Europe,Europe,115948
2016,2016,Export,Cyprus,21,Miscellaneous edible preparations,World,World,6870790
