yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Sub-region,Region,TradeValue
1992,1992,Re-Export,Cyprus,52,Cotton,Eastern Asia,Asia,18495
1992,1992,Re-Export,Cyprus,52,Cotton,Eastern Europe,Europe,250607
1992,1992,Re-Export,Cyprus,52,Cotton,Northern Africa,Africa,174834
1992,1992,Re-Export,Cyprus,52,Cotton,Northern America,Americas,172708
1992,1992,Re-Export,Cyprus,52,Cotton,Northern Europe,Europe,106267
1992,1992,Re-Export,Cyprus,52,Cotton,Southern Europe,Europe,1195463
1992,1992,Re-Export,Cyprus,52,Cotton,Sub-Saharan Africa,Africa,659027
1992,1992,Re-Export,Cyprus,52,Cotton,Western Asia,Asia,667893
1992,1992,Re-Export,Cyprus,52,Cotton,Western Europe,Europe,117560
1992,1992,Re-Export,Cyprus,52,Cotton,World,World,6694410
