rtTitle,Subregion,rgDesc,TradeValue
Armenia,Afghanistan,Export,220000
Armenia,Afghanistan,Import,16
Armenia,Algeria,Export,228347
Armenia,Algeria,Import,2514
Armenia,Azerbaijan,Export,3243987
Armenia,Azerbaijan,Import,478463
Armenia,Bahrain,Export,249
Armenia,Bahrain,Import,64543
Armenia,Comoros,Import,1855
Armenia,Cyprus,Export,659
Armenia,Cyprus,Import,1167825
Armenia,Djibouti,Export,180
Armenia,Georgia,Export,113779419
Armenia,Georgia,Import,66668791
Armenia,Georgia,Re-Export,23452333
Armenia,Georgia,Re-Import,1340000
Armenia,Iraq,Export,130691857
Armenia,Iraq,Import,1699088
Armenia,Iraq,Re-Export,55144
Armenia,Israel,Export,4798592
Armenia,Israel,Import,7430864
Armenia,Israel,Re-Export,885627
Armenia,Israel,Re-Import,260
Armenia,Jordan,Export,1975508
Armenia,Jordan,Import,120643
Armenia,Kuwait,Export,170181
Armenia,Kuwait,Import,40317
Armenia,Lebanon,Export,1548272
Armenia,Lebanon,Import,1238311
Armenia,Libya,Export,205589
Armenia,Malta,Export,7902
Armenia,Malta,Import,138797
Armenia,Mauritania,Import,5585
Armenia,Morocco,Import,2751214
Armenia,Oman,Export,37734
Armenia,Oman,Import,680828
Armenia,Pakistan,Export,50100
Armenia,Pakistan,Import,4327561
Armenia,Qatar,Export,3825
Armenia,Qatar,Import,316815
Armenia,Saudi Arabia,Export,1657329
Armenia,Saudi Arabia,Import,3415694
Armenia,Saudi Arabia,Re-Export,100
Armenia,State of Palestine,Import,127990
Armenia,United Arab Emirates,Export,11079389
Armenia,United Arab Emirates,Import,43142601
Armenia,United Arab Emirates,Re-Export,5246496
Armenia,World,Export,1482232554
Armenia,World,Import,3225119552
Armenia,World,Re-Export,170394176
Armenia,World,Re-Import,2769394
Armenia,Yemen,Export,48273
Armenia,Yemen,Import,578
