yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2020,2020,Export,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,14608,34.9823018,33.1451285,-16.85099460447687,133.4130365630627
2020,2020,Export,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,9457,34.9823018,33.1451285,37.977378106878206,73.97804075806764
2020,2020,Export,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,253,34.9823018,33.1451285,51.67568633314729,27.673469819741847
2020,2020,Export,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,7450,34.9823018,33.1451285,,
2020,2020,Export,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,14921,34.9823018,33.1451285,59.36075159783851,25.01346951967388
2020,2020,Export,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,300746,34.9823018,33.1451285,40.12399607988535,20.742583178432696
2020,2020,Export,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,3392,34.9823018,33.1451285,47.92172048214207,7.866753258497997
2020,2020,Export,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,418729,34.9823018,33.1451285,,
2020,2020,Export,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes, Israel, Israel,23890,34.9823018,33.1451285,,
2020,2020,Export,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes, United Arab Emirates, United Arab Emirates,44006,34.9823018,33.1451285,,
