yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2011,2011,Import,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Eastern Asia,Asia,6945921,38.9597594,34.9249653,37.977378106878206,73.97804075806764
2011,2011,Import,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Eastern Europe,Europe,5084137,38.9597594,34.9249653,51.67568633314729,27.673469819741847
2011,2011,Import,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Latin America and the Caribbean,Americas,4602924,38.9597594,34.9249653,17.925141963241547,-78.01492950057497
2011,2011,Import,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Northern Africa,Africa,206686,38.9597594,34.9249653,19.569604022535763,12.47761721199581
2011,2011,Import,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Northern America,Americas,4467245,38.9597594,34.9249653,43.897683433510366,-100.08947125585888
2011,2011,Import,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Northern Europe,Europe,5130687,38.9597594,34.9249653,59.36075159783851,25.01346951967388
2011,2011,Import,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,South-eastern Asia,Asia,16262,38.9597594,34.9249653,10.528384761701911,103.08333472012376
2011,2011,Import,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Southern Asia,Asia,22575,38.9597594,34.9249653,25.499703063807168,75.5024015339642
2011,2011,Import,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Southern Europe,Europe,9599060,38.9597594,34.9249653,40.12399607988535,20.742583178432696
2011,2011,Import,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Sub-Saharan Africa,Africa,546314,38.9597594,34.9249653,6.06272746187266,22.727528470146083
2011,2011,Import,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Western Europe,Europe,4436497,38.9597594,34.9249653,47.92172048214207,7.866753258497997
2011,2011,Import,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,World,World,52853819,38.9597594,34.9249653,,
