yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2004,2004,Export,Jordan,4,Dairy produce; birds eggs; natural honey;,Australia and New Zealand,Oceania,32670,31.1667049,36.941628,-16.85099460447687,133.4130365630627
2004,2004,Export,Jordan,4,Dairy produce; birds eggs; natural honey;,Eastern Europe,Europe,29557,31.1667049,36.941628,51.67568633314729,27.673469819741847
2004,2004,Export,Jordan,4,Dairy produce; birds eggs; natural honey;,Egypt,Egypt,39900,31.1667049,36.941628,,
2004,2004,Export,Jordan,4,Dairy produce; birds eggs; natural honey;,Northern America,Americas,267951,31.1667049,36.941628,43.897683433510366,-100.08947125585888
2004,2004,Export,Jordan,4,Dairy produce; birds eggs; natural honey;,Northern Europe,Europe,12820,31.1667049,36.941628,59.36075159783851,25.01346951967388
2004,2004,Export,Jordan,4,Dairy produce; birds eggs; natural honey;,Tunisia,Tunisia,52416,31.1667049,36.941628,,
2004,2004,Export,Jordan,4,Dairy produce; birds eggs; natural honey;,Western Asia,Asia,113318,31.1667049,36.941628,26.42921218083572,52.86847103284948
2004,2004,Export,Jordan,4,Dairy produce; birds eggs; natural honey;,Western Europe,Europe,5792,31.1667049,36.941628,47.92172048214207,7.866753258497997
2004,2004,Export,Jordan,4,Dairy produce; birds eggs; natural honey;,World,World,25271313,31.1667049,36.941628,,
2004,2004,Export,Jordan,4,Dairy produce; birds eggs; natural honey;,Afghanistan, Afghanistan,39969,31.1667049,36.941628,,
2004,2004,Export,Jordan,4,Dairy produce; birds eggs; natural honey;,Algeria, Algeria,1098143,31.1667049,36.941628,,
2004,2004,Export,Jordan,4,Dairy produce; birds eggs; natural honey;,Bahrain, Bahrain,27164,31.1667049,36.941628,,
2004,2004,Export,Jordan,4,Dairy produce; birds eggs; natural honey;,Iraq, Iraq,13609091,31.1667049,36.941628,,
2004,2004,Export,Jordan,4,Dairy produce; birds eggs; natural honey;,Kuwait, Kuwait,771378,31.1667049,36.941628,,
2004,2004,Export,Jordan,4,Dairy produce; birds eggs; natural honey;,Lebanon, Lebanon,293482,31.1667049,36.941628,,
2004,2004,Export,Jordan,4,Dairy produce; birds eggs; natural honey;,Libya, Libya,27031,31.1667049,36.941628,,
2004,2004,Export,Jordan,4,Dairy produce; birds eggs; natural honey;,Oman, Oman,1168727,31.1667049,36.941628,,
2004,2004,Export,Jordan,4,Dairy produce; birds eggs; natural honey;,Qatar, Qatar,1739753,31.1667049,36.941628,,
2004,2004,Export,Jordan,4,Dairy produce; birds eggs; natural honey;,Saudi Arabia, Saudi Arabia,3071470,31.1667049,36.941628,,
2004,2004,Export,Jordan,4,Dairy produce; birds eggs; natural honey;,State of Palestine, State of Palestine,236828,31.1667049,36.941628,,
2004,2004,Export,Jordan,4,Dairy produce; birds eggs; natural honey;,United Arab Emirates, United Arab Emirates,1787777,31.1667049,36.941628,,
2004,2004,Export,Jordan,4,Dairy produce; birds eggs; natural honey;,Yemen, Yemen,20314,31.1667049,36.941628,,
