yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2010,2010,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,12560908,38.9597594,34.9249653,-16.85099460447687,133.4130365630627
2010,2010,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,26501166,38.9597594,34.9249653,37.977378106878206,73.97804075806764
2010,2010,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,28077860,38.9597594,34.9249653,51.67568633314729,27.673469819741847
2010,2010,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,8003899,38.9597594,34.9249653,,
2010,2010,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,21769692,38.9597594,34.9249653,17.925141963241547,-78.01492950057497
2010,2010,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,17467212,38.9597594,34.9249653,43.897683433510366,-100.08947125585888
2010,2010,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,74337430,38.9597594,34.9249653,59.36075159783851,25.01346951967388
2010,2010,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,4725570,38.9597594,34.9249653,10.528384761701911,103.08333472012376
2010,2010,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,132192,38.9597594,34.9249653,25.499703063807168,75.5024015339642
2010,2010,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,44055855,38.9597594,34.9249653,40.12399607988535,20.742583178432696
2010,2010,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,101713,38.9597594,34.9249653,6.06272746187266,22.727528470146083
2010,2010,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,526875,38.9597594,34.9249653,26.42921218083572,52.86847103284948
2010,2010,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,169561408,38.9597594,34.9249653,47.92172048214207,7.866753258497997
2010,2010,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,429274234,38.9597594,34.9249653,,
2010,2010,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Georgia, Georgia,178,38.9597594,34.9249653,,
2010,2010,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Iraq, Iraq,5466,38.9597594,34.9249653,,
2010,2010,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Israel, Israel,4028347,38.9597594,34.9249653,,
2010,2010,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Jordan, Jordan,3462,38.9597594,34.9249653,,
2010,2010,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Lebanon, Lebanon,2429,38.9597594,34.9249653,,
2010,2010,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Pakistan, Pakistan,1907455,38.9597594,34.9249653,,
2010,2010,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Saudi Arabia, Saudi Arabia,3048948,38.9597594,34.9249653,,
2010,2010,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, United Arab Emirates, United Arab Emirates,35525,38.9597594,34.9249653,,
