yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2005,2005.0,Export,Armenia,World,36.0,Explosives; pyrotechnic products; matches,182.0,,40.7696272,44.6736646,-36.8535712,174.7456809
2005,2005.0,Export,Armenia,Thailand,36.0,Explosives; pyrotechnic products; matches,5.0,,40.7696272,44.6736646,14.8971921,100.83273
2005,2005.0,Export,Armenia,USA,36.0,Explosives; pyrotechnic products; matches,177.0,,40.7696272,44.6736646,39.7837304,-100.445882
