yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2012,2012,Export,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,69295,40.7696272,44.6736646,51.67568633314729,27.673469819741847
2012,2012,Export,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,632,40.7696272,44.6736646,40.12399607988535,20.742583178432696
2012,2012,Export,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,3562,40.7696272,44.6736646,47.92172048214207,7.866753258497997
2012,2012,Export,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,363431,40.7696272,44.6736646,,
2012,2012,Export,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes, Georgia, Georgia,289943,40.7696272,44.6736646,,
