yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2016,2016,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,31622,38.9597594,34.9249653,-16.85099460447687,133.4130365630627
2016,2016,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Central Asia,Asia,10114716,38.9597594,34.9249653,39.89317229901691,61.060280637304274
2016,2016,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,594313,38.9597594,34.9249653,37.977378106878206,73.97804075806764
2016,2016,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,18731367,38.9597594,34.9249653,51.67568633314729,27.673469819741847
2016,2016,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,6313531,38.9597594,34.9249653,,
2016,2016,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,3189681,38.9597594,34.9249653,17.925141963241547,-78.01492950057497
2016,2016,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,460965,38.9597594,34.9249653,43.897683433510366,-100.08947125585888
2016,2016,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,4614807,38.9597594,34.9249653,59.36075159783851,25.01346951967388
2016,2016,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,1134794,38.9597594,34.9249653,10.528384761701911,103.08333472012376
2016,2016,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,61670437,38.9597594,34.9249653,25.499703063807168,75.5024015339642
2016,2016,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,9879126,38.9597594,34.9249653,40.12399607988535,20.742583178432696
2016,2016,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,8339277,38.9597594,34.9249653,6.06272746187266,22.727528470146083
2016,2016,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Sudan,Sudan,7492896,38.9597594,34.9249653,,
2016,2016,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Tunisia,Tunisia,809237,38.9597594,34.9249653,,
2016,2016,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,2309120,38.9597594,34.9249653,26.42921218083572,52.86847103284948
2016,2016,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,9692055,38.9597594,34.9249653,47.92172048214207,7.866753258497997
2016,2016,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,192050808,38.9597594,34.9249653,,
2016,2016,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Afghanistan, Afghanistan,439167,38.9597594,34.9249653,,
2016,2016,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Algeria, Algeria,3628847,38.9597594,34.9249653,,
2016,2016,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Azerbaijan, Azerbaijan,6345003,38.9597594,34.9249653,,
2016,2016,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Bahrain, Bahrain,292048,38.9597594,34.9249653,,
