yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2003,2003,Re-Export,Malta,25,Salt; sulfur; earths and stone; plastering materials,Northern Europe,Europe,4345,35.8885993,14.4476911,59.36075159783851,25.01346951967388
2003,2003,Re-Export,Malta,25,Salt; sulfur; earths and stone; plastering materials,Southern Europe,Europe,4441,35.8885993,14.4476911,40.12399607988535,20.742583178432696
2003,2003,Re-Export,Malta,25,Salt; sulfur; earths and stone; plastering materials,World,World,14457,35.8885993,14.4476911,,
