yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Sub-region,Region,TradeValue
2001,2001,Re-Export,Comoros,64,"Footwear, gaiters and the like, parts thereof",Sub-Saharan Africa,Africa,821
2001,2001,Re-Export,Comoros,64,"Footwear, gaiters and the like, parts thereof",World,World,821
