yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2016,2016,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,102049,25.3336984,51.2295295,-16.85099460447687,133.4130365630627
2016,2016,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,1643038,25.3336984,51.2295295,37.977378106878206,73.97804075806764
2016,2016,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,74170,25.3336984,51.2295295,51.67568633314729,27.673469819741847
2016,2016,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,23210,25.3336984,51.2295295,,
2016,2016,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,4361115,25.3336984,51.2295295,43.897683433510366,-100.08947125585888
2016,2016,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,938332,25.3336984,51.2295295,59.36075159783851,25.01346951967388
2016,2016,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,536701,25.3336984,51.2295295,10.528384761701911,103.08333472012376
2016,2016,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,100634,25.3336984,51.2295295,25.499703063807168,75.5024015339642
2016,2016,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,1310724,25.3336984,51.2295295,40.12399607988535,20.742583178432696
2016,2016,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,131527,25.3336984,51.2295295,26.42921218083572,52.86847103284948
2016,2016,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,2847819,25.3336984,51.2295295,47.92172048214207,7.866753258497997
2016,2016,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,24975266,25.3336984,51.2295295,,
2016,2016,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Kuwait, Kuwait,177229,25.3336984,51.2295295,,
2016,2016,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Oman, Oman,15145,25.3336984,51.2295295,,
2016,2016,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Saudi Arabia, Saudi Arabia,1014827,25.3336984,51.2295295,,
2016,2016,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,9367384,25.3336984,51.2295295,,
