yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2010,2010.0,Import,Israel,World,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",187022000.0,,30.8124247,34.8594762,-36.8535712,174.7456809
2010,2010.0,Import,Israel,"China, Hong Kong SAR",82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",2901000.0,,30.8124247,34.8594762,22.350627,114.1849161
2010,2010.0,Import,Israel,Hungary,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",4000.0,,30.8124247,34.8594762,47.1817585,19.5060937
2010,2010.0,Import,Israel,Ireland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",561000.0,,30.8124247,34.8594762,52.865196,-7.9794599
2010,2010.0,Import,Israel,Italy,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",10753000.0,,30.8124247,34.8594762,42.6384261,12.674297
2010,2010.0,Import,Israel,Japan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",3583000.0,,30.8124247,34.8594762,36.5748441,139.2394179
2010,2010.0,Import,Israel,Jordan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",9000.0,,30.8124247,34.8594762,31.1667049,36.941628
2010,2010.0,Import,Israel,Rep. of Korea,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",2315000.0,,30.8124247,34.8594762,,
2010,2010.0,Import,Israel,Latvia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1000.0,,30.8124247,34.8594762,56.8406494,24.7537645
2010,2010.0,Import,Israel,Lithuania,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",2000.0,,30.8124247,34.8594762,55.3500003,23.7499997
2010,2010.0,Import,Israel,Luxembourg,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",3937000.0,,30.8124247,34.8594762,49.8158683,6.1296751
2010,2010.0,Import,Israel,Malaysia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",22000.0,,30.8124247,34.8594762,4.5693754,102.2656823
2010,2010.0,Import,Israel,Mexico,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",2509000.0,,30.8124247,34.8594762,23.6585116,-102.0077097
2010,2010.0,Import,Israel,"Other Asia, nes",82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",6551000.0,,30.8124247,34.8594762,,
2010,2010.0,Import,Israel,Nepal,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1000.0,,30.8124247,34.8594762,28.1083929,84.0917139
2010,2010.0,Import,Israel,Netherlands,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",2195000.0,,30.8124247,34.8594762,52.2434979,5.6343227
2010,2010.0,Import,Israel,New Zealand,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",13000.0,,30.8124247,34.8594762,-41.5000831,172.8344077
2010,2010.0,Import,Israel,Norway,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",30000.0,,30.8124247,34.8594762,60.5000209,9.0999715
2010,2010.0,Import,Israel,Philippines,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",56000.0,,30.8124247,34.8594762,12.7503486,122.7312101
2010,2010.0,Import,Israel,Poland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",556000.0,,30.8124247,34.8594762,52.215933,19.134422
2010,2010.0,Import,Israel,Portugal,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",348000.0,,30.8124247,34.8594762,39.6621648,-8.1353519
2010,2010.0,Import,Israel,Romania,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",14000.0,,30.8124247,34.8594762,45.9852129,24.6859225
2010,2010.0,Import,Israel,Russian Federation,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",4000.0,,30.8124247,34.8594762,64.6863136,97.7453061
2010,2010.0,Import,Israel,Serbia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",3000.0,,30.8124247,34.8594762,44.1534121,20.55144
2010,2010.0,Import,Israel,India,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1684000.0,,30.8124247,34.8594762,22.3511148,78.6677428
2010,2010.0,Import,Israel,Singapore,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",422000.0,,30.8124247,34.8594762,1.357107,103.8194992
2010,2010.0,Import,Israel,Slovakia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",44000.0,,30.8124247,34.8594762,48.7411522,19.4528646
2010,2010.0,Import,Israel,Viet Nam,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",87000.0,,30.8124247,34.8594762,15.9266657,107.9650855
2010,2010.0,Import,Israel,Slovenia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",254000.0,,30.8124247,34.8594762,45.8133113,14.4808369
2010,2010.0,Import,Israel,South Africa,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",202000.0,,30.8124247,34.8594762,-28.8166236,24.991639
2010,2010.0,Import,Israel,Spain,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",2500000.0,,30.8124247,34.8594762,39.3260685,-4.8379791
2010,2010.0,Import,Israel,Sweden,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1276000.0,,30.8124247,34.8594762,59.6749712,14.5208584
2010,2010.0,Import,Israel,Switzerland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",22779000.0,,30.8124247,34.8594762,46.7985624,8.2319736
2010,2010.0,Import,Israel,Thailand,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",102000.0,,30.8124247,34.8594762,14.8971921,100.83273
2010,2010.0,Import,Israel,Turkey,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",988000.0,,30.8124247,34.8594762,38.9597594,34.9249653
2010,2010.0,Import,Israel,Ukraine,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",27000.0,,30.8124247,34.8594762,49.4871968,31.2718321
2010,2010.0,Import,Israel,Egypt,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",804000.0,,30.8124247,34.8594762,26.2540493,29.2675469
2010,2010.0,Import,Israel,United Kingdom,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",7008000.0,,30.8124247,34.8594762,54.7023545,-3.2765753
2010,2010.0,Import,Israel,USA,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",41678000.0,,30.8124247,34.8594762,39.7837304,-100.445882
2010,2010.0,Import,Israel,"Areas, nes",82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1000.0,,30.8124247,34.8594762,,
