yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2020,2020.0,Import,Comoros,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",28327754.0,,-12.2045176,44.2832964,-36.8535712,174.7456809
2020,2020.0,Import,Comoros,Albania,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1921.0,,-12.2045176,44.2832964,41.000028,19.9999619
2020,2020.0,Import,Comoros,Belgium,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",96765.0,,-12.2045176,44.2832964,50.6402809,4.6667145
2020,2020.0,Import,Comoros,Canada,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",33006.0,,-12.2045176,44.2832964,61.0666922,-107.991707
2020,2020.0,Import,Comoros,China,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",750172.0,,-12.2045176,44.2832964,35.000074,104.999927
2020,2020.0,Import,Comoros,Congo,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",48.0,,-12.2045176,44.2832964,-2.9814344,23.8222636
2020,2020.0,Import,Comoros,Costa Rica,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",646.0,,-12.2045176,44.2832964,10.2735633,-84.0739102
2020,2020.0,Import,Comoros,Denmark,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",177358.0,,-12.2045176,44.2832964,55.670249,10.3333283
2020,2020.0,Import,Comoros,Finland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3473.0,,-12.2045176,44.2832964,63.2467777,25.9209164
2020,2020.0,Import,Comoros,France,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",19367741.0,,-12.2045176,44.2832964,46.603354,1.8883335
2020,2020.0,Import,Comoros,Germany,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",100884.0,,-12.2045176,44.2832964,51.1638175,10.4478313
2020,2020.0,Import,Comoros,Haiti,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",12248.0,,-12.2045176,44.2832964,19.1399952,-72.3570972
2020,2020.0,Import,Comoros,Italy,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4631.0,,-12.2045176,44.2832964,42.6384261,12.674297
2020,2020.0,Import,Comoros,Japan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1782733.0,,-12.2045176,44.2832964,36.5748441,139.2394179
2020,2020.0,Import,Comoros,Kenya,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",494.0,,-12.2045176,44.2832964,1.4419683,38.4313975
2020,2020.0,Import,Comoros,Dem. People's Rep. of Korea,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",177507.0,,-12.2045176,44.2832964,,
2020,2020.0,Import,Comoros,Rep. of Korea,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",215999.0,,-12.2045176,44.2832964,,
2020,2020.0,Import,Comoros,Madagascar,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",274.0,,-12.2045176,44.2832964,-18.9249604,46.4416422
2020,2020.0,Import,Comoros,Mexico,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",12830.0,,-12.2045176,44.2832964,23.6585116,-102.0077097
2020,2020.0,Import,Comoros,"Other Asia, nes",87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",885.0,,-12.2045176,44.2832964,,
2020,2020.0,Import,Comoros,Netherlands,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",86044.0,,-12.2045176,44.2832964,52.2434979,5.6343227
2020,2020.0,Import,Comoros,Qatar,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3418.0,,-12.2045176,44.2832964,25.3336984,51.2295295
2020,2020.0,Import,Comoros,Romania,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",26633.0,,-12.2045176,44.2832964,45.9852129,24.6859225
2020,2020.0,Import,Comoros,Saudi Arabia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",34708.0,,-12.2045176,44.2832964,25.6242618,42.3528328
2020,2020.0,Import,Comoros,Senegal,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2779.0,,-12.2045176,44.2832964,14.4750607,-14.4529612
2020,2020.0,Import,Comoros,India,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",17089.0,,-12.2045176,44.2832964,22.3511148,78.6677428
2020,2020.0,Import,Comoros,Slovakia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6947.0,,-12.2045176,44.2832964,48.7411522,19.4528646
2020,2020.0,Import,Comoros,Slovenia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",23687.0,,-12.2045176,44.2832964,45.8133113,14.4808369
2020,2020.0,Import,Comoros,South Africa,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",11579.0,,-12.2045176,44.2832964,-28.8166236,24.991639
2020,2020.0,Import,Comoros,Spain,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",504512.0,,-12.2045176,44.2832964,39.3260685,-4.8379791
2020,2020.0,Import,Comoros,Thailand,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",140797.0,,-12.2045176,44.2832964,14.8971921,100.83273
2020,2020.0,Import,Comoros,United Arab Emirates,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4651630.0,,-12.2045176,44.2832964,24.0002488,53.9994829
2020,2020.0,Import,Comoros,Turkey,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1451.0,,-12.2045176,44.2832964,38.9597594,34.9249653
2020,2020.0,Import,Comoros,Egypt,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",192.0,,-12.2045176,44.2832964,26.2540493,29.2675469
2020,2020.0,Import,Comoros,United Kingdom,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",13201.0,,-12.2045176,44.2832964,54.7023545,-3.2765753
