yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2009,2009,Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,2112,21.0000287,57.0036901,,
2009,2009,Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,64109,21.0000287,57.0036901,25.499703063807168,75.5024015339642
2009,2009,Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,1050352,21.0000287,57.0036901,,
2009,2009,Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes, Bahrain, Bahrain,259956,21.0000287,57.0036901,,
2009,2009,Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes, Kuwait, Kuwait,68874,21.0000287,57.0036901,,
2009,2009,Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes, Qatar, Qatar,418783,21.0000287,57.0036901,,
2009,2009,Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes, Saudi Arabia, Saudi Arabia,61693,21.0000287,57.0036901,,
2009,2009,Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes, United Arab Emirates, United Arab Emirates,174825,21.0000287,57.0036901,,
