yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
1992,1992,Import,Algeria,16,"Meat, fish and seafood food preparations nes",World,World,152959,28.0000272,2.9999825,,
1993,1993,Import,Algeria,16,"Meat, fish and seafood food preparations nes",World,World,109992,28.0000272,2.9999825,,
1994,1994,Import,Algeria,16,"Meat, fish and seafood food preparations nes",World,World,1118451,28.0000272,2.9999825,,
1995,1995,Import,Algeria,16,"Meat, fish and seafood food preparations nes",World,World,16050641,28.0000272,2.9999825,,
1996,1996,Import,Algeria,16,"Meat, fish and seafood food preparations nes",World,World,4261748,28.0000272,2.9999825,,
1997,1997,Import,Algeria,16,"Meat, fish and seafood food preparations nes",World,World,3132809,28.0000272,2.9999825,,
1998,1998,Import,Algeria,16,"Meat, fish and seafood food preparations nes",World,World,4521174,28.0000272,2.9999825,,
1999,1999,Import,Algeria,16,"Meat, fish and seafood food preparations nes",World,World,8440488,28.0000272,2.9999825,,
2000,2000,Import,Algeria,16,"Meat, fish and seafood food preparations nes",World,World,12972898,28.0000272,2.9999825,,
2001,2001,Import,Algeria,16,"Meat, fish and seafood food preparations nes",World,World,11009436,28.0000272,2.9999825,,
2002,2002,Import,Algeria,16,"Preparations of meat, of fish or of crustaceans",World,World,2856657,28.0000272,2.9999825,,
2004,2004,Import,Algeria,16,"Preparations of meat, of fish or of crustaceans",World,World,2199036,28.0000272,2.9999825,,
2005,2005,Import,Algeria,16,"Preparations of meat, of fish or of crustaceans",World,World,2602600,28.0000272,2.9999825,,
2006,2006,Import,Algeria,16,"Preparations of meat, of fish or of crustaceans",World,World,3612284,28.0000272,2.9999825,,
2007,2007,Import,Algeria,16,"Preparations of meat, of fish or of crustaceans, molluscs or other aquatic invertebrates",World,World,7514944,28.0000272,2.9999825,,
2009,2009,Import,Algeria,16,"Preparations of meat, of fish or of crustaceans, molluscs or other aquatic invertebrates",World,World,12761402,28.0000272,2.9999825,,
2010,2010,Import,Algeria,16,"Preparations of meat, of fish or of crustaceans, molluscs or other aquatic invertebrates",World,World,11616650,28.0000272,2.9999825,,
2011,2011,Import,Algeria,16,"Preparations of meat, of fish or of crustaceans, molluscs or other aquatic invertebrates",World,World,13659059,28.0000272,2.9999825,,
2012,2012,Import,Algeria,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",World,World,19085663,28.0000272,2.9999825,,
2013,2013,Import,Algeria,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",World,World,21009978,28.0000272,2.9999825,,
2014,2014,Import,Algeria,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",World,World,29808923,28.0000272,2.9999825,,
2015,2015,Import,Algeria,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",World,World,30618766,28.0000272,2.9999825,,
2016,2016,Import,Algeria,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",World,World,35554550,28.0000272,2.9999825,,
2017,2017,Import,Algeria,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",World,World,31156607,28.0000272,2.9999825,,
1995,1995,Import,Comoros,16,"Meat, fish and seafood food preparations nes",World,World,333738,-12.2045176,44.2832964,,
1996,1996,Import,Comoros,16,"Meat, fish and seafood food preparations nes",World,World,247331,-12.2045176,44.2832964,,
1997,1997,Import,Comoros,16,"Meat, fish and seafood food preparations nes",World,World,261236,-12.2045176,44.2832964,,
1998,1998,Import,Comoros,16,"Meat, fish and seafood food preparations nes",World,World,436359,-12.2045176,44.2832964,,
1999,1999,Import,Comoros,16,"Meat, fish and seafood food preparations nes",World,World,410821,-12.2045176,44.2832964,,
2000,2000,Import,Comoros,16,"Meat, fish and seafood food preparations nes",World,World,310697,-12.2045176,44.2832964,,
2001,2001,Import,Comoros,16,"Meat, fish and seafood food preparations nes",World,World,424538,-12.2045176,44.2832964,,
2002,2002,Import,Comoros,16,"Meat, fish and seafood food preparations nes",World,World,433282,-12.2045176,44.2832964,,
2003,2003,Import,Comoros,16,"Meat, fish and seafood food preparations nes",World,World,628985,-12.2045176,44.2832964,,
2006,2006,Import,Comoros,16,"Meat, fish and seafood food preparations nes",World,World,681822,-12.2045176,44.2832964,,
2008,2008,Import,Comoros,16,"Preparations of meat, of fish or of crustaceans",World,World,1642812,-12.2045176,44.2832964,,
2009,2009,Import,Comoros,16,"Preparations of meat, of fish or of crustaceans",World,World,1039988,-12.2045176,44.2832964,,
2010,2010,Import,Comoros,16,"Preparations of meat, of fish or of crustaceans",World,World,986371,-12.2045176,44.2832964,,
2011,2011,Import,Comoros,16,"Preparations of meat, of fish or of crustaceans",World,World,643347,-12.2045176,44.2832964,,
2012,2012,Import,Comoros,16,"Preparations of meat, of fish or of crustaceans",World,World,1743617,-12.2045176,44.2832964,,
2013,2013,Import,Comoros,16,"Preparations of meat, of fish or of crustaceans",World,World,1255462,-12.2045176,44.2832964,,
2014,2014,Import,Comoros,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",World,World,2000634,-12.2045176,44.2832964,,
2015,2015,Import,Comoros,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",World,World,1572455,-12.2045176,44.2832964,,
2016,2016,Import,Comoros,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",World,World,1221184,-12.2045176,44.2832964,,
2018,2018,Import,Comoros,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",World,World,1619150,-12.2045176,44.2832964,,
2019,2019,Import,Comoros,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",World,World,2380661,-12.2045176,44.2832964,,
2020,2020,Import,Comoros,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",World,World,2741475,-12.2045176,44.2832964,,
1990,1990,Import,Cyprus,16,"Meat, fish and seafood food preparations nes",World,World,9423627,34.9823018,33.1451285,,
1991,1991,Import,Cyprus,16,"Meat, fish and seafood food preparations nes",World,World,11406703,34.9823018,33.1451285,,
1992,1992,Import,Cyprus,16,"Meat, fish and seafood food preparations nes",World,World,13947170,34.9823018,33.1451285,,
1993,1993,Import,Cyprus,16,"Meat, fish and seafood food preparations nes",World,World,10869215,34.9823018,33.1451285,,
1994,1994,Import,Cyprus,16,"Meat, fish and seafood food preparations nes",World,World,11120221,34.9823018,33.1451285,,
1995,1995,Import,Cyprus,16,"Meat, fish and seafood food preparations nes",World,World,14788928,34.9823018,33.1451285,,
1996,1996,Import,Cyprus,16,"Meat, fish and seafood food preparations nes",World,World,12759208,34.9823018,33.1451285,,
1997,1997,Import,Cyprus,16,"Meat, fish and seafood food preparations nes",World,World,12425069,34.9823018,33.1451285,,
1998,1998,Import,Cyprus,16,"Meat, fish and seafood food preparations nes",World,World,15168588,34.9823018,33.1451285,,
1999,1999,Import,Cyprus,16,"Meat, fish and seafood food preparations nes",World,World,14109083,34.9823018,33.1451285,,
2000,2000,Import,Cyprus,16,"Meat, fish and seafood food preparations nes",World,World,12643945,34.9823018,33.1451285,,
2001,2001,Import,Cyprus,16,"Meat, fish and seafood food preparations nes",World,World,14883333,34.9823018,33.1451285,,
2002,2002,Import,Cyprus,16,"Preparations of meat, of fish or of crustaceans",World,World,15609413,34.9823018,33.1451285,,
2003,2003,Import,Cyprus,16,"Preparations of meat, of fish or of crustaceans",World,World,17093629,34.9823018,33.1451285,,
