yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2010,2010,Export,Saudi Arabia,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Eastern Asia,Asia,68800,25.62,42.35,37.977378106878206,73.97804075806764
2010,2010,Export,Saudi Arabia,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Egypt,Egypt,163734,25.62,42.35,,
2010,2010,Export,Saudi Arabia,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Latin America and the Caribbean,Americas,32533,25.62,42.35,17.925141963241547,-78.01492950057497
2010,2010,Export,Saudi Arabia,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,World,World,962935,25.62,42.35,,
2010,2010,Export,Saudi Arabia,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Morocco, Morocco,42133,25.62,42.35,,
2010,2010,Export,Saudi Arabia,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Pakistan, Pakistan,74133,25.62,42.35,,
2010,2010,Export,Saudi Arabia,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Qatar, Qatar,507467,25.62,42.35,,
2010,2010,Export,Saudi Arabia,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,United Arab Emirates, United Arab Emirates,74133,25.62,42.35,,
