yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue
1995,1995,Export,Algeria,84,"Nuclear reactors, boilers, machinery, etc",Eastern Asia,Asia,1183
1995,1995,Export,Algeria,84,"Nuclear reactors, boilers, machinery, etc",Eastern Europe,Europe,16941889
1995,1995,Export,Algeria,84,"Nuclear reactors, boilers, machinery, etc",Northern Africa,Africa,2865355
1995,1995,Export,Algeria,84,"Nuclear reactors, boilers, machinery, etc",Northern America,Americas,85338
1995,1995,Export,Algeria,84,"Nuclear reactors, boilers, machinery, etc",Northern Europe,Europe,17519
1995,1995,Export,Algeria,84,"Nuclear reactors, boilers, machinery, etc",Southern Asia,Asia,5076
1995,1995,Export,Algeria,84,"Nuclear reactors, boilers, machinery, etc",Southern Europe,Europe,268555
1995,1995,Export,Algeria,84,"Nuclear reactors, boilers, machinery, etc",Sub-Saharan Africa,Africa,44468
1995,1995,Export,Algeria,84,"Nuclear reactors, boilers, machinery, etc",Western Europe,Europe,2420448
1995,1995,Export,Algeria,84,"Nuclear reactors, boilers, machinery, etc",World,World,27936132
