yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2012,2012,Import,Pakistan,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Australia and New Zealand,Oceania,316204,30.3308401,71.247499,-16.85099460447687,133.4130365630627
2012,2012,Import,Pakistan,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Eastern Asia,Asia,428626,30.3308401,71.247499,37.977378106878206,73.97804075806764
2012,2012,Import,Pakistan,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Northern America,Americas,1488768,30.3308401,71.247499,43.897683433510366,-100.08947125585888
2012,2012,Import,Pakistan,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Northern Europe,Europe,27280,30.3308401,71.247499,59.36075159783851,25.01346951967388
2012,2012,Import,Pakistan,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Southern Europe,Europe,446575,30.3308401,71.247499,40.12399607988535,20.742583178432696
2012,2012,Import,Pakistan,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Western Europe,Europe,28170,30.3308401,71.247499,47.92172048214207,7.866753258497997
2012,2012,Import,Pakistan,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,World,World,2899632,30.3308401,71.247499,,
2012,2012,Import,Pakistan,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, Kuwait, Kuwait,1149,30.3308401,71.247499,,
2012,2012,Import,Pakistan,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, United Arab Emirates, United Arab Emirates,162859,30.3308401,71.247499,,
